Date,Day,Rooms Sold,Arrival Rooms,Compliment Rooms,House Use,Individual Confirm,Occupancy %,Room Revenue,ARR,Departure Rooms,OOO Rooms,Pax,Total Room Inventory
2023-12-20,Wednesday,101.0,44.0,2.0,3.0,84.0,90.18,1426496.61,14123.73,37.0,18.0,171.0,112.0
2023-12-21,Thursday,109.0,42.0,1.0,4.0,97.0,93.97,1476294.49,13543.99,34.0,14.0,192.0,116.0
2023-12-22,Friday,95.0,41.0,1.0,4.0,87.0,83.33,1231595.83,12964.17,55.0,16.0,168.0,114.0
2023-12-23,Saturday,96.0,55.0,1.0,4.0,88.0,85.71,1243932.23,12957.63,54.0,18.0,182.0,112.0
2023-12-24,Sunday,92.0,36.0,1.0,4.0,77.0,80.7,1321377.91,14362.8,40.0,17.0,179.0,114.0
2023-12-25,Monday,82.0,27.0,1.0,3.0,66.0,76.64,1242360.64,15150.74,38.0,24.0,169.0,107.0
2023-12-26,Tuesday,91.0,51.0,2.0,3.0,93.0,79.13,1367426.9,15026.67,41.0,15.0,177.0,115.0
2023-12-27,Wednesday,89.0,43.0,6.0,3.0,91.0,78.76,1209532.05,13590.25,41.0,18.0,192.0,113.0
2023-12-28,Thursday,103.0,56.0,6.0,3.0,82.0,89.57,1416319.6,13750.68,42.0,15.0,213.0,115.0
2023-12-29,Friday,99.0,38.0,1.0,3.0,81.0,88.39,1274235.68,12871.07,47.0,18.0,197.0,112.0
2023-12-30,Saturday,81.0,35.0,2.0,3.0,77.0,72.97,1139589.13,14069.0,52.0,19.0,165.0,111.0
2023-12-31,Sunday,92.0,54.0,7.0,5.0,93.0,82.14,1249700.42,13583.7,36.0,18.0,195.0,112.0
2024-01-01,Monday,71.0,34.0,5.0,3.0,70.0,64.55,931991.36,13126.64,60.0,20.0,140.0,110.0
2024-01-02,Tuesday,79.0,43.0,6.0,4.0,62.0,74.53,1020989.17,12923.91,35.0,24.0,139.0,106.0
2024-01-03,Wednesday,90.0,37.0,1.0,5.0,70.0,82.57,1201543.71,13350.49,30.0,21.0,150.0,109.0
2024-01-04,Thursday,104.0,46.0,1.0,4.0,77.0,93.69,1337183.19,12857.53,33.0,19.0,178.0,111.0
2024-01-05,Friday,83.0,28.0,0.0,4.0,78.0,76.85,1056453.26,12728.35,51.0,22.0,151.0,108.0
2024-01-06,Saturday,65.0,37.0,4.0,5.0,69.0,58.04,905945.39,13937.62,50.0,18.0,129.0,112.0
2024-01-07,Sunday,67.0,34.0,1.0,4.0,70.0,59.29,906734.8,13533.36,36.0,17.0,117.0,113.0
2024-01-08,Monday,91.0,59.0,1.0,6.0,85.0,81.25,1327494.43,14587.85,33.0,18.0,163.0,112.0
2024-01-09,Tuesday,74.0,17.0,1.0,4.0,67.0,67.27,1023915.92,13836.7,38.0,21.0,126.0,110.0
2024-01-10,Wednesday,64.0,25.0,0.0,4.0,67.0,58.72,914814.89,14293.98,36.0,23.0,107.0,109.0
2024-01-11,Thursday,86.0,57.0,0.0,4.0,82.0,76.11,1428223.8,16607.25,36.0,17.0,140.0,113.0
2024-01-12,Friday,96.0,45.0,0.0,4.0,86.0,87.27,1620284.11,16877.96,36.0,20.0,157.0,110.0
2024-01-13,Saturday,72.0,23.0,0.0,4.0,69.0,66.06,1244333.33,17282.41,47.0,22.0,109.0,109.0
2024-01-14,Sunday,75.0,30.0,0.0,4.0,62.0,67.57,1195339.16,15937.86,27.0,19.0,117.0,111.0
2024-01-15,Monday,93.0,36.0,0.0,4.0,68.0,82.3,1399851.47,15052.17,18.0,17.0,142.0,113.0
2024-01-16,Tuesday,104.0,36.0,0.0,4.0,77.0,89.66,1638323.24,15753.11,25.0,15.0,145.0,116.0
2024-01-17,Wednesday,111.0,42.0,0.0,3.0,76.0,95.69,1599640.96,14411.18,36.0,14.0,159.0,116.0
2024-01-18,Thursday,116.0,31.0,0.0,2.0,81.0,98.31,1693495.39,14599.1,27.0,12.0,174.0,118.0
2024-01-19,Friday,87.0,29.0,1.0,4.0,74.0,79.82,1340820.95,15411.74,56.0,20.0,137.0,109.0
2024-01-20,Saturday,78.0,30.0,2.0,4.0,71.0,71.56,1149842.67,14741.57,39.0,21.0,123.0,109.0
2024-01-21,Sunday,90.0,52.0,0.0,4.0,74.0,83.33,1279072.64,14211.92,42.0,21.0,149.0,108.0
2024-01-22,Monday,74.0,23.0,0.0,4.0,66.0,64.35,1137283.34,15368.69,39.0,16.0,117.0,115.0
2024-01-23,Tuesday,64.0,37.0,0.0,4.0,67.0,64.65,895577.09,13993.39,47.0,31.0,102.0,99.0
2024-01-24,Wednesday,72.0,41.0,0.0,4.0,58.0,63.16,879066.61,12209.26,38.0,19.0,106.0,114.0
2024-01-25,Thursday,81.0,39.0,0.0,7.0,65.0,71.05,1121506.73,13845.76,27.0,16.0,131.0,114.0
2024-01-26,Friday,89.0,32.0,0.0,4.0,66.0,78.07,1126069.51,12652.47,27.0,16.0,151.0,114.0
2024-01-27,Saturday,110.0,73.0,0.0,4.0,66.0,94.02,1289808.79,11725.53,53.0,13.0,199.0,117.0
2024-01-28,Sunday,96.0,57.0,1.0,4.0,67.0,82.05,1321258.16,13763.11,70.0,13.0,154.0,117.0
2024-01-29,Monday,109.0,39.0,2.0,4.0,73.0,93.16,1561590.57,14326.52,25.0,13.0,177.0,117.0
2024-01-30,Tuesday,107.0,44.0,1.0,4.0,81.0,90.68,1588019.05,14841.3,48.0,12.0,173.0,118.0
2024-01-31,Wednesday,112.0,60.0,0.0,3.0,76.0,95.73,1662821.78,14846.62,61.0,13.0,178.0,117.0
2024-02-01,Thursday,115.0,42.0,1.0,2.0,74.0,97.46,1641609.78,14274.87,39.0,12.0,186.0,118.0
2024-02-02,Friday,110.0,40.0,1.0,5.0,72.0,92.44,1481561.34,13468.74,41.0,11.0,186.0,119.0
2024-02-03,Saturday,98.0,57.0,0.0,4.0,79.0,85.96,1374769.06,14028.26,72.0,16.0,163.0,114.0
2024-02-04,Sunday,108.0,63.0,0.0,4.0,81.0,93.1,1588457.35,14707.94,53.0,14.0,181.0,116.0
2024-02-05,Monday,112.0,45.0,1.0,3.0,83.0,96.55,1684545.91,15040.59,41.0,14.0,187.0,116.0
2024-02-06,Tuesday,112.0,55.0,2.0,4.0,103.0,94.92,1510885.25,13490.05,53.0,12.0,183.0,118.0
2024-02-07,Wednesday,107.0,61.0,1.0,4.0,84.0,90.68,1579946.74,14765.86,67.0,12.0,177.0,118.0
2024-02-08,Thursday,109.0,42.0,1.0,4.0,83.0,91.6,1683428.86,15444.3,40.0,11.0,192.0,119.0
2024-02-09,Friday,111.0,40.0,1.0,4.0,88.0,94.07,1684012.02,15171.28,38.0,12.0,199.0,118.0
2024-02-10,Saturday,101.0,46.0,2.0,5.0,92.0,87.83,1529458.75,15143.16,55.0,14.0,183.0,115.0
2024-02-11,Sunday,112.0,59.0,2.0,3.0,60.0,94.12,1625619.66,14514.46,50.0,11.0,196.0,119.0
2024-02-12,Monday,112.0,47.0,2.0,5.0,62.0,93.33,1586961.64,14169.3,48.0,10.0,197.0,120.0
2024-02-13,Tuesday,110.0,50.0,0.0,4.0,79.0,92.44,1518645.54,13805.87,57.0,11.0,180.0,119.0
2024-02-14,Wednesday,108.0,57.0,1.0,4.0,60.0,90.76,1532212.35,14187.15,59.0,11.0,170.0,119.0
2024-02-15,Thursday,116.0,47.0,1.0,3.0,74.0,95.87,1889368.23,16287.66,40.0,9.0,182.0,121.0
2024-02-16,Friday,112.0,52.0,2.0,3.0,81.0,94.12,1762889.07,15740.08,57.0,10.0,192.0,119.0
2024-02-17,Saturday,109.0,65.0,1.0,4.0,92.0,91.6,1844549.05,16922.47,68.0,11.0,192.0,119.0
2024-02-18,Sunday,102.0,55.0,1.0,4.0,90.0,85.71,1524744.29,14948.47,62.0,11.0,178.0,119.0
2024-02-19,Monday,114.0,65.0,0.0,2.0,88.0,98.28,1773384.56,15556.0,56.0,14.0,188.0,116.0
2024-02-20,Tuesday,96.0,35.0,0.0,3.0,89.0,81.36,1366237.37,14231.64,53.0,12.0,159.0,118.0
2024-02-21,Wednesday,64.0,39.0,0.0,3.0,29.0,55.17,823592.2,12868.63,71.0,14.0,99.0,116.0
2024-02-22,Thursday,105.0,61.0,0.0,2.0,30.0,86.78,1926989.26,18352.28,21.0,9.0,161.0,121.0
2024-02-23,Friday,117.0,29.0,0.0,2.0,25.0,96.69,1826932.41,15614.81,17.0,9.0,184.0,121.0
2024-02-24,Saturday,116.0,24.0,0.0,3.0,26.0,97.48,1850986.09,15956.78,24.0,11.0,186.0,119.0
2024-02-25,Sunday,103.0,77.0,0.0,4.0,66.0,86.55,1632940.48,15853.79,87.0,11.0,165.0,119.0
2024-02-26,Monday,120.0,59.0,0.0,2.0,83.0,98.36,1869527.11,15579.39,45.0,8.0,193.0,122.0
2024-02-27,Tuesday,120.0,49.0,0.0,2.0,86.0,97.56,1996523.85,16637.7,50.0,7.0,192.0,123.0
2024-02-28,Wednesday,113.0,57.0,3.0,2.0,65.0,94.17,1778995.94,15743.33,61.0,10.0,184.0,120.0
2024-02-29,Thursday,98.0,39.0,3.0,3.0,68.0,89.09,1467774.1,14977.29,53.0,20.0,161.0,110.0
2024-03-01,Friday,113.0,61.0,3.0,2.0,56.0,93.39,1559797.19,13803.51,49.0,9.0,189.0,121.0
2024-03-02,Saturday,107.0,48.0,3.0,3.0,61.0,93.86,1471092.5,13748.53,54.0,16.0,190.0,114.0
2024-03-03,Sunday,103.0,34.0,3.0,3.0,61.0,88.03,1401209.49,13603.98,38.0,13.0,182.0,117.0
2024-03-04,Monday,108.0,74.0,2.0,3.0,73.0,90.0,1449258.79,13419.06,71.0,10.0,179.0,120.0
2024-03-05,Tuesday,115.0,48.0,0.0,3.0,75.0,95.04,1501566.27,13057.1,43.0,10.0,189.0,121.0
2024-03-06,Wednesday,118.0,46.0,1.0,2.0,74.0,97.52,1697956.7,14389.46,44.0,9.0,185.0,121.0
2024-03-07,Thursday,115.0,61.0,1.0,3.0,96.0,95.04,1686938.04,14669.03,66.0,9.0,178.0,121.0
2024-03-08,Friday,113.0,55.0,1.0,3.0,77.0,95.76,1695446.08,15003.95,56.0,12.0,186.0,118.0
2024-03-09,Saturday,112.0,32.0,2.0,4.0,79.0,92.56,1637488.22,14620.43,31.0,9.0,187.0,121.0
2024-03-10,Sunday,114.0,66.0,2.0,3.0,92.0,95.0,1590256.44,13949.62,65.0,10.0,182.0,120.0
2024-03-11,Monday,115.0,64.0,1.0,3.0,92.0,95.83,1730831.46,15050.71,64.0,10.0,180.0,120.0
2024-03-12,Tuesday,117.0,69.0,1.0,2.0,71.0,95.9,1733715.53,14818.08,68.0,8.0,177.0,122.0
2024-03-13,Wednesday,116.0,81.0,2.0,2.0,58.0,95.87,1804537.96,15556.36,80.0,9.0,190.0,121.0
2024-03-14,Thursday,115.0,48.0,1.0,2.0,83.0,95.04,1759847.25,15303.02,50.0,9.0,185.0,121.0
2024-03-15,Friday,109.0,60.0,1.0,2.0,65.0,89.34,1617261.73,14837.26,69.0,8.0,201.0,122.0
2024-03-16,Saturday,117.0,48.0,0.0,3.0,81.0,96.69,1773564.76,15158.67,42.0,9.0,219.0,121.0
2024-03-17,Sunday,115.0,44.0,0.0,2.0,75.0,95.04,1601181.57,13923.32,48.0,9.0,216.0,121.0
2024-03-18,Monday,99.0,63.0,0.0,3.0,89.0,89.19,1308678.58,13218.98,80.0,19.0,168.0,111.0
2024-03-19,Tuesday,95.0,45.0,1.0,3.0,83.0,90.48,1264556.9,13311.13,50.0,25.0,148.0,105.0
2024-03-20,Wednesday,99.0,52.0,1.0,3.0,64.0,95.19,1314955.23,13282.38,51.0,26.0,151.0,104.0
2024-03-21,Thursday,97.0,48.0,0.0,3.0,79.0,94.17,1428175.04,14723.45,51.0,27.0,146.0,103.0
2024-03-22,Friday,90.0,43.0,2.0,3.0,81.0,88.24,1398038.28,15533.76,52.0,28.0,150.0,102.0
2024-03-23,Saturday,89.0,40.0,2.0,3.0,77.0,86.41,1368334.51,15374.55,42.0,27.0,165.0,103.0
2024-03-24,Sunday,69.0,26.0,0.0,4.0,67.0,68.32,1024187.15,14843.29,47.0,28.0,135.0,101.0
2024-03-25,Monday,85.0,38.0,2.0,3.0,84.0,85.86,1257128.15,14789.74,21.0,31.0,162.0,99.0
2024-03-26,Tuesday,76.0,37.0,1.0,3.0,80.0,75.25,1099691.3,14469.62,47.0,29.0,139.0,101.0
2024-03-27,Wednesday,91.0,45.0,1.0,3.0,95.0,88.35,1427730.15,15689.34,31.0,29.0,166.0,103.0
2024-03-28,Thursday,97.0,46.0,2.0,3.0,88.0,94.17,1457687.18,15027.7,40.0,27.0,186.0,103.0
2024-03-29,Friday,98.0,41.0,1.0,2.0,77.0,95.15,1468948.25,14989.27,42.0,27.0,193.0,103.0
2024-03-30,Saturday,97.0,46.0,2.0,3.0,71.0,94.17,1407306.52,14508.31,47.0,27.0,185.0,103.0
2024-03-31,Sunday,77.0,34.0,1.0,2.0,68.0,75.49,1086947.75,14116.2,56.0,28.0,144.0,102.0
2024-04-01,Monday,87.0,48.0,0.0,3.0,83.0,88.78,1189276.57,13669.85,39.0,32.0,153.0,98.0
2024-04-02,Tuesday,90.0,47.0,5.0,3.0,93.0,90.0,1177199.38,13079.99,39.0,30.0,154.0,100.0
2024-04-03,Wednesday,83.0,41.0,4.0,4.0,78.0,85.57,1070727.52,12900.33,48.0,33.0,145.0,97.0
2024-04-04,Thursday,91.0,48.0,2.0,5.0,83.0,91.0,1145954.64,12592.91,41.0,30.0,161.0,100.0
2024-04-05,Friday,88.0,45.0,1.0,5.0,81.0,89.8,1153547.5,13108.49,49.0,32.0,149.0,98.0
2024-04-06,Saturday,83.0,33.0,0.0,5.0,75.0,87.37,981573.66,11826.19,40.0,35.0,139.0,95.0
2024-04-07,Sunday,87.0,40.0,0.0,3.0,79.0,92.55,1099581.01,12638.86,41.0,36.0,148.0,94.0
2024-04-08,Monday,85.0,49.0,0.0,3.0,75.0,86.73,1294913.42,15234.28,52.0,32.0,146.0,98.0
2024-04-09,Tuesday,77.0,22.0,0.0,3.0,67.0,78.57,973688.35,12645.3,30.0,34.0,131.0,98.0
2024-04-10,Wednesday,86.0,37.0,2.0,3.0,76.0,86.87,1113586.21,12948.68,26.0,31.0,147.0,99.0
2024-04-11,Thursday,95.0,47.0,3.0,3.0,76.0,92.23,1173774.15,12355.52,37.0,27.0,144.0,103.0
2024-04-12,Friday,95.0,29.0,4.0,3.0,65.0,91.35,1163656.9,12249.02,28.0,26.0,144.0,104.0
2024-04-13,Saturday,95.0,23.0,4.0,3.0,58.0,92.23,1134446.0,11941.54,23.0,27.0,141.0,103.0
2024-04-14,Sunday,75.0,24.0,1.0,2.0,61.0,73.53,858274.26,11443.66,48.0,28.0,112.0,102.0
2024-04-15,Monday,85.0,40.0,2.0,4.0,81.0,85.86,1003242.48,11802.85,27.0,32.0,121.0,99.0
2024-04-16,Tuesday,75.0,29.0,4.0,3.0,77.0,75.76,916477.6,12219.7,38.0,31.0,112.0,99.0
2024-04-17,Wednesday,79.0,39.0,3.0,3.0,79.0,80.61,997036.54,12620.72,36.0,32.0,119.0,98.0
2024-04-18,Thursday,76.0,33.0,6.0,3.0,78.0,75.25,1015862.87,13366.62,37.0,30.0,120.0,101.0
2024-04-19,Friday,80.0,38.0,4.0,4.0,72.0,80.0,962522.66,12031.53,35.0,30.0,128.0,100.0
2024-04-20,Saturday,70.0,34.0,5.0,4.0,69.0,70.0,930466.97,13292.39,44.0,30.0,123.0,100.0
2024-04-21,Sunday,89.0,56.0,0.0,2.0,58.0,89.0,1086696.76,12210.08,44.0,30.0,122.0,100.0
2024-04-22,Monday,99.0,37.0,0.0,3.0,69.0,97.06,1221568.12,12339.07,24.0,28.0,132.0,102.0
2024-04-23,Tuesday,94.0,18.0,3.0,2.0,66.0,93.07,1117953.6,11893.12,23.0,29.0,127.0,101.0
2024-04-24,Wednesday,99.0,29.0,0.0,3.0,69.0,96.12,1216317.98,12286.04,25.0,28.0,133.0,103.0
2024-04-25,Thursday,97.0,26.0,0.0,4.0,68.0,95.1,1125656.02,11604.7,28.0,28.0,130.0,102.0
2024-04-26,Friday,66.0,24.0,1.0,3.0,65.0,66.0,890063.46,13485.81,55.0,30.0,104.0,100.0
2024-04-27,Saturday,60.0,25.0,2.0,3.0,54.0,59.41,806531.86,13442.2,30.0,29.0,95.0,101.0
2024-04-28,Sunday,66.0,25.0,2.0,3.0,57.0,65.35,828169.35,12548.02,19.0,29.0,94.0,101.0
2024-04-29,Monday,64.0,26.0,0.0,3.0,56.0,65.98,798244.72,12472.57,30.0,33.0,82.0,97.0
2024-04-30,Tuesday,72.0,27.0,0.0,2.0,60.0,73.47,1022251.41,14197.94,22.0,32.0,90.0,98.0
2024-05-01,Wednesday,77.0,35.0,0.0,3.0,57.0,77.78,927496.84,12045.41,37.0,31.0,104.0,99.0
2024-05-02,Thursday,72.0,29.0,0.0,4.0,61.0,73.47,865662.3,12023.09,33.0,32.0,111.0,98.0
2024-05-03,Friday,54.0,18.0,0.0,3.0,53.0,54.55,683718.39,12661.45,39.0,31.0,82.0,99.0
2024-05-04,Saturday,56.0,27.0,3.0,3.0,58.0,56.0,716125.65,12787.96,22.0,30.0,88.0,100.0
2024-05-05,Sunday,59.0,29.0,1.0,3.0,59.0,59.6,727049.52,12322.87,28.0,31.0,94.0,99.0
2024-05-06,Monday,66.0,29.0,0.0,3.0,65.0,68.04,800106.16,12122.82,23.0,33.0,94.0,97.0
2024-05-07,Tuesday,65.0,27.0,0.0,4.0,60.0,67.01,818580.1,12593.54,28.0,33.0,89.0,97.0
2024-05-08,Wednesday,70.0,25.0,0.0,6.0,67.0,70.71,908555.2,12979.36,18.0,31.0,96.0,99.0
2024-05-09,Thursday,60.0,22.0,1.0,5.0,62.0,61.86,745622.63,12427.04,32.0,33.0,79.0,97.0
2024-05-10,Friday,56.0,22.0,0.0,4.0,56.0,58.33,641327.03,11452.27,28.0,34.0,81.0,96.0
2024-05-11,Saturday,55.0,26.0,1.0,4.0,56.0,56.7,666005.68,12109.19,26.0,34.0,78.0,97.0
2024-05-12,Sunday,52.0,16.0,0.0,4.0,51.0,53.61,633982.65,12191.97,20.0,35.0,73.0,97.0
2024-05-13,Monday,73.0,32.0,2.0,4.0,72.0,76.84,870017.97,11918.05,9.0,35.0,112.0,95.0
2024-05-14,Tuesday,75.0,25.0,1.0,3.0,75.0,78.95,839486.88,11193.16,25.0,35.0,104.0,95.0
2024-05-15,Wednesday,72.0,21.0,1.0,3.0,72.0,72.73,830397.16,11533.29,24.0,31.0,107.0,99.0
2024-05-16,Thursday,72.0,21.0,0.0,3.0,71.0,73.47,857563.48,11910.6,22.0,32.0,100.0,98.0
2024-05-17,Friday,53.0,12.0,0.0,3.0,52.0,54.08,628069.43,11850.37,32.0,34.0,73.0,98.0
2024-05-18,Saturday,61.0,17.0,0.0,3.0,60.0,61.0,689234.18,11298.92,8.0,32.0,89.0,100.0
2024-05-19,Sunday,62.0,25.0,0.0,4.0,62.0,63.92,727984.77,11741.69,23.0,33.0,79.0,97.0
2024-05-20,Monday,73.0,23.0,0.0,4.0,72.0,75.26,906105.16,12412.4,12.0,33.0,99.0,97.0
2024-05-21,Tuesday,62.0,19.0,0.0,4.0,61.0,65.26,790091.56,12743.41,30.0,35.0,84.0,95.0
2024-05-22,Wednesday,57.0,21.0,1.0,4.0,58.0,62.64,649257.34,11390.48,26.0,39.0,74.0,91.0
2024-05-23,Thursday,48.0,10.0,1.0,4.0,49.0,55.17,543536.76,11323.68,19.0,43.0,64.0,87.0
2024-05-24,Friday,47.0,16.0,1.0,4.0,48.0,52.81,571672.73,12163.25,17.0,41.0,66.0,89.0
2024-05-25,Saturday,57.0,22.0,1.0,4.0,58.0,66.28,668359.86,11725.61,12.0,44.0,88.0,86.0
2024-05-26,Sunday,60.0,21.0,1.0,4.0,61.0,68.18,683410.8,11390.18,19.0,42.0,83.0,88.0
2024-05-27,Monday,64.0,19.0,1.0,4.0,65.0,74.42,757404.71,11834.45,16.0,44.0,85.0,86.0
2024-05-28,Tuesday,72.0,28.0,1.0,5.0,74.0,84.71,776897.97,10790.25,19.0,45.0,94.0,85.0
2024-05-29,Wednesday,71.0,25.0,1.0,4.0,72.0,81.61,729745.25,10278.1,27.0,44.0,100.0,87.0
2024-05-30,Thursday,68.0,19.0,1.0,3.0,68.0,81.93,727874.53,10704.04,24.0,47.0,99.0,83.0
2024-05-31,Friday,51.0,18.0,1.0,3.0,51.0,61.45,608041.34,11922.38,36.0,47.0,74.0,83.0
2024-06-01,Saturday,45.0,24.0,0.0,3.0,43.0,53.57,517954.39,11510.1,35.0,47.0,65.0,84.0
2024-06-02,Sunday,55.0,27.0,1.0,3.0,50.0,64.71,605847.07,11015.4,16.0,45.0,78.0,85.0
2024-06-03,Monday,70.0,29.0,1.0,3.0,59.0,85.37,827709.13,11824.42,14.0,48.0,88.0,82.0
2024-06-04,Tuesday,63.0,20.0,6.0,5.0,53.0,74.12,753954.13,11967.53,21.0,45.0,94.0,85.0
2024-06-05,Wednesday,79.0,32.0,7.0,5.0,56.0,86.81,861376.57,10903.5,15.0,39.0,117.0,91.0
2024-06-06,Thursday,77.0,23.0,7.0,4.0,51.0,84.62,854409.47,11096.23,26.0,39.0,112.0,91.0
2024-06-07,Friday,78.0,24.0,1.0,4.0,56.0,87.64,891066.9,11423.93,29.0,41.0,113.0,89.0
2024-06-08,Saturday,87.0,55.0,1.0,4.0,46.0,94.57,932217.67,10715.15,46.0,38.0,110.0,92.0
2024-06-09,Sunday,88.0,14.0,1.0,4.0,47.0,92.63,960107.35,10910.31,13.0,35.0,108.0,95.0
2024-06-10,Monday,89.0,14.0,1.0,4.0,41.0,94.68,947150.95,10642.15,16.0,36.0,108.0,94.0
2024-06-11,Tuesday,88.0,14.0,1.0,6.0,48.0,92.63,912234.17,10366.3,14.0,35.0,105.0,95.0
2024-06-12,Wednesday,74.0,37.0,2.0,6.0,70.0,80.43,790437.48,10681.59,49.0,38.0,108.0,92.0
2024-06-13,Thursday,84.0,22.0,2.0,4.0,79.0,92.31,944776.62,11247.34,14.0,39.0,121.0,91.0
2024-06-14,Friday,54.0,16.0,1.0,4.0,54.0,62.79,656924.95,12165.28,47.0,44.0,81.0,86.0
2024-06-15,Saturday,46.0,16.0,1.0,4.0,46.0,54.12,517003.95,11239.22,24.0,45.0,70.0,85.0
2024-06-16,Sunday,51.0,18.0,2.0,3.0,51.0,59.3,575201.52,11278.46,13.0,44.0,78.0,86.0
2024-06-17,Monday,52.0,21.0,1.0,3.0,51.0,59.77,613317.45,11794.57,21.0,44.0,71.0,87.0
2024-06-18,Tuesday,71.0,34.0,1.0,3.0,69.0,85.54,823074.75,11592.6,15.0,47.0,102.0,83.0
2024-06-19,Wednesday,60.0,24.0,1.0,3.0,59.0,71.43,741537.95,12358.97,35.0,46.0,88.0,84.0
2024-06-20,Thursday,73.0,39.0,2.0,3.0,71.0,85.88,856264.71,11729.65,25.0,45.0,108.0,85.0
2024-06-21,Friday,74.0,27.0,1.0,3.0,70.0,89.16,840035.35,11351.83,27.0,47.0,100.0,83.0
2024-06-22,Saturday,53.0,22.0,1.0,3.0,52.0,63.86,657282.66,12401.56,43.0,47.0,90.0,83.0
2024-06-23,Sunday,55.0,23.0,1.0,3.0,51.0,65.48,687786.81,12505.21,21.0,46.0,85.0,84.0
2024-06-24,Monday,64.0,29.0,1.0,3.0,52.0,73.56,700974.21,10952.72,20.0,43.0,92.0,87.0
2024-06-25,Tuesday,83.0,41.0,3.0,3.0,76.0,93.26,1061728.64,12791.91,20.0,41.0,124.0,89.0
2024-06-26,Wednesday,86.0,28.0,1.0,3.0,75.0,93.48,972957.51,11313.46,28.0,38.0,126.0,92.0
2024-06-27,Thursday,95.0,48.0,1.0,3.0,59.0,95.0,973151.73,10243.7,40.0,30.0,115.0,100.0
2024-06-28,Friday,94.0,14.0,0.0,3.0,55.0,94.0,1027243.73,10928.12,16.0,30.0,116.0,100.0
2024-06-29,Saturday,65.0,23.0,0.0,3.0,49.0,65.0,741799.33,11412.3,53.0,32.0,103.0,100.0
2024-06-30,Sunday,89.0,60.0,0.0,4.0,63.0,89.0,971363.25,10914.19,35.0,30.0,130.0,100.0
2024-07-01,Monday,87.0,43.0,0.0,3.0,64.0,90.63,1002892.81,11527.5,47.0,34.0,126.0,96.0
2024-07-02,Tuesday,94.0,21.0,1.0,3.0,68.0,94.95,1052286.43,11194.54,13.0,31.0,135.0,99.0
2024-07-03,Wednesday,95.0,33.0,1.0,3.0,49.0,93.14,1027586.73,10816.7,32.0,28.0,122.0,102.0
2024-07-04,Thursday,107.0,25.0,1.0,3.0,51.0,96.4,1112183.77,10394.24,13.0,19.0,131.0,111.0
2024-07-05,Friday,69.0,23.0,1.0,3.0,54.0,65.09,786492.68,11398.44,61.0,23.0,95.0,106.0
2024-07-06,Saturday,71.0,41.0,0.0,4.0,70.0,64.55,830384.46,11695.56,39.0,22.0,114.0,110.0
2024-07-07,Sunday,46.0,17.0,0.0,3.0,45.0,41.82,512109.17,11132.81,43.0,20.0,63.0,110.0
2024-07-08,Monday,68.0,37.0,0.0,3.0,67.0,64.76,776007.44,11411.87,15.0,25.0,95.0,105.0
2024-07-09,Tuesday,87.0,44.0,1.0,3.0,87.0,81.31,980978.46,11275.61,24.0,25.0,114.0,107.0
2024-07-10,Wednesday,89.0,45.0,1.0,3.0,89.0,89.0,991700.72,11142.7,43.0,30.0,121.0,100.0
2024-07-11,Thursday,98.0,44.0,1.0,2.0,80.0,94.23,1111167.53,11338.44,36.0,26.0,133.0,104.0
2024-07-12,Friday,83.0,31.0,1.0,2.0,66.0,80.58,953440.23,11487.23,46.0,27.0,128.0,103.0
2024-07-13,Saturday,74.0,29.0,2.0,2.0,55.0,69.81,863333.78,11666.67,37.0,31.0,120.0,106.0
2024-07-14,Sunday,94.0,45.0,1.0,2.0,67.0,87.85,1123050.1,11947.34,26.0,23.0,151.0,107.0
2024-07-15,Monday,63.0,24.0,1.0,2.0,61.0,58.33,709470.22,11261.43,55.0,27.0,92.0,108.0
2024-07-16,Tuesday,57.0,14.0,2.0,2.0,56.0,54.29,682567.3,11974.86,20.0,30.0,85.0,105.0
2024-07-17,Wednesday,67.0,28.0,2.0,2.0,63.0,64.42,733149.5,10942.53,19.0,29.0,103.0,104.0
2024-07-18,Thursday,85.0,38.0,1.0,2.0,79.0,84.16,947208.93,11143.63,22.0,29.0,124.0,101.0
2024-07-19,Friday,83.0,27.0,1.0,2.0,73.0,81.37,942058.06,11350.1,30.0,30.0,114.0,102.0
2024-07-20,Saturday,84.0,28.0,2.0,2.0,67.0,80.77,979596.3,11661.86,26.0,26.0,125.0,104.0
2024-07-21,Sunday,96.0,40.0,2.0,3.0,64.0,92.31,1029770.96,10726.78,28.0,26.0,130.0,104.0
2024-07-22,Monday,102.0,35.0,1.0,3.0,76.0,94.44,1043666.93,10232.03,30.0,22.0,135.0,108.0
2024-07-23,Tuesday,98.0,47.0,1.0,3.0,96.0,94.23,1120202.67,11430.64,52.0,26.0,143.0,104.0
2024-07-24,Wednesday,96.0,38.0,1.0,3.0,96.0,91.43,1095066.85,11406.95,42.0,25.0,147.0,105.0
2024-07-25,Thursday,102.0,38.0,2.0,3.0,103.0,95.33,1228170.69,12040.89,32.0,23.0,170.0,107.0
2024-07-26,Friday,100.0,34.0,1.0,3.0,100.0,93.46,1210249.97,12102.5,37.0,23.0,163.0,107.0
2024-07-27,Saturday,86.0,22.0,1.0,3.0,86.0,79.63,1000021.85,11628.16,36.0,22.0,144.0,108.0
2024-07-28,Sunday,84.0,32.0,1.0,3.0,84.0,80.0,990332.93,11789.68,35.0,25.0,135.0,105.0
