Date,Day,Rooms Sold,Arrival Rooms,Compliment Rooms,House Use,Individual Confirm,Occupancy %,Room Revenue,ARR,Departure Rooms,OOO Rooms,Pax,Total Room Inventory
2023-05-12,Friday,53.0,30.0,0.0,3.0,56.0,64.63,590480.78,11141.15,34.0,48.0,74.0,82.0
2023-05-13,Saturday,60.0,35.0,0.0,3.0,63.0,70.59,609992.42,10166.54,28.0,45.0,83.0,85.0
2023-05-14,Sunday,54.0,17.0,0.0,3.0,57.0,57.45,593675.71,10993.99,23.0,36.0,73.0,94.0
2023-05-15,Monday,56.0,30.0,0.0,3.0,59.0,60.87,612072.47,10929.87,28.0,39.0,72.0,92.0
2023-05-16,Tuesday,54.0,20.0,1.0,3.0,58.0,57.45,587359.77,10877.03,21.0,37.0,80.0,94.0
2023-05-17,Wednesday,73.0,42.0,1.0,5.0,79.0,73.0,842803.94,11545.26,21.0,32.0,109.0,100.0
2023-05-18,Thursday,75.0,39.0,0.0,6.0,81.0,76.53,871845.66,11624.61,37.0,32.0,108.0,98.0
2023-05-19,Friday,67.0,28.0,0.0,6.0,73.0,72.83,795522.22,11873.47,36.0,40.0,100.0,92.0
2023-05-20,Saturday,43.0,21.0,0.0,5.0,48.0,47.25,499092.22,11606.8,46.0,42.0,75.0,91.0
2023-05-21,Sunday,37.0,24.0,0.0,4.0,41.0,39.36,419778.91,11345.38,31.0,38.0,63.0,94.0
2023-05-22,Monday,45.0,32.0,0.0,4.0,49.0,47.37,491788.14,10928.63,24.0,37.0,68.0,95.0
2023-05-23,Tuesday,46.0,33.0,0.0,4.0,50.0,48.94,464336.69,10094.28,32.0,38.0,71.0,94.0
2023-05-24,Wednesday,64.0,42.0,0.0,4.0,68.0,76.19,691513.33,10804.9,24.0,47.0,98.0,84.0
2023-05-25,Thursday,59.0,32.0,0.0,4.0,63.0,61.46,655293.14,11106.66,37.0,35.0,83.0,96.0
2023-05-26,Friday,52.0,28.0,0.0,5.0,57.0,56.52,711278.57,13678.43,33.0,38.0,86.0,92.0
2023-05-27,Saturday,53.0,26.0,0.0,5.0,58.0,60.92,613854.16,11582.15,25.0,43.0,91.0,87.0
2023-05-28,Sunday,52.0,35.0,1.0,5.0,58.0,54.74,568052.19,10924.08,36.0,37.0,76.0,95.0
2023-05-29,Monday,54.0,22.0,0.0,5.0,59.0,58.7,538997.12,9981.43,21.0,41.0,76.0,92.0
2023-05-30,Tuesday,70.0,37.0,0.0,5.0,75.0,73.68,736032.79,10514.75,23.0,36.0,102.0,95.0
2023-05-31,Wednesday,71.0,43.0,2.0,5.0,78.0,70.3,768280.79,10820.86,40.0,29.0,114.0,101.0
2023-06-01,Thursday,66.0,28.0,2.0,5.0,73.0,61.11,626522.73,9492.77,33.0,24.0,94.0,108.0
2023-06-02,Friday,42.0,20.0,1.0,3.0,46.0,41.18,424561.59,10108.61,48.0,36.0,67.0,102.0
2023-06-03,Saturday,37.0,25.0,0.0,3.0,40.0,36.63,390489.39,10553.77,31.0,36.0,62.0,101.0
2023-06-04,Sunday,40.0,25.0,0.0,5.0,45.0,41.24,389209.72,9730.24,22.0,44.0,65.0,97.0
2023-06-05,Monday,56.0,35.0,0.0,7.0,63.0,61.54,508759.36,9084.99,17.0,40.0,77.0,91.0
2023-06-06,Tuesday,58.0,26.0,0.0,7.0,65.0,61.7,592782.68,10220.39,25.0,38.0,88.0,94.0
2023-06-07,Wednesday,71.0,40.0,0.0,8.0,79.0,72.45,638057.82,8986.73,27.0,35.0,101.0,98.0
2023-06-08,Thursday,69.0,40.0,5.0,6.0,80.0,70.41,732202.3,10611.63,40.0,35.0,106.0,98.0
2023-06-09,Friday,65.0,33.0,6.0,4.0,75.0,71.43,646307.28,9943.19,40.0,39.0,114.0,91.0
2023-06-10,Saturday,97.0,73.0,5.0,4.0,106.0,88.99,859908.18,8865.03,43.0,21.0,137.0,109.0
2023-06-11,Sunday,78.0,11.0,1.0,4.0,83.0,72.22,657396.32,8428.16,34.0,22.0,99.0,108.0
2023-06-12,Monday,88.0,21.0,0.0,4.0,92.0,80.0,737026.53,8375.3,12.0,20.0,109.0,110.0
2023-06-13,Tuesday,95.0,23.0,0.0,5.0,100.0,87.16,781205.19,8223.21,15.0,22.0,116.0,109.0
2023-06-14,Wednesday,72.0,45.0,0.0,4.0,76.0,67.92,655748.6,9107.62,69.0,25.0,112.0,106.0
2023-06-15,Thursday,81.0,51.0,1.0,5.0,87.0,75.7,798309.58,9855.67,40.0,25.0,118.0,107.0
2023-06-16,Friday,73.0,45.0,0.0,3.0,76.0,68.22,835067.86,11439.29,56.0,25.0,106.0,107.0
2023-06-17,Saturday,55.0,29.0,0.0,3.0,58.0,54.46,701992.51,12763.5,47.0,30.0,95.0,101.0
2023-06-18,Sunday,64.0,38.0,0.0,3.0,67.0,67.37,598251.51,9347.68,30.0,36.0,108.0,95.0
2023-06-19,Monday,67.0,37.0,0.0,3.0,70.0,67.0,651204.58,9719.47,34.0,33.0,101.0,100.0
2023-06-20,Tuesday,61.0,37.0,0.0,3.0,64.0,57.01,846418.3,13875.71,43.0,27.0,102.0,107.0
2023-06-21,Wednesday,63.0,38.0,0.0,3.0,66.0,58.88,579321.53,9195.58,36.0,24.0,100.0,107.0
2023-06-22,Thursday,73.0,33.0,0.0,3.0,76.0,69.52,614541.6,8418.38,25.0,25.0,114.0,105.0
2023-06-23,Friday,55.0,21.0,0.0,3.0,58.0,54.46,566191.92,10294.4,38.0,29.0,92.0,101.0
2023-06-24,Saturday,36.0,17.0,1.0,3.0,40.0,36.73,356997.33,9916.59,35.0,32.0,64.0,98.0
2023-06-25,Sunday,56.0,36.0,0.0,3.0,59.0,52.34,577458.06,10311.75,16.0,23.0,85.0,107.0
2023-06-26,Monday,69.0,36.0,0.0,3.0,72.0,66.35,656970.16,9521.31,23.0,26.0,104.0,104.0
2023-06-27,Tuesday,64.0,27.0,0.0,4.0,68.0,61.54,680538.55,10633.41,31.0,27.0,91.0,104.0
2023-06-28,Wednesday,59.0,25.0,0.0,3.0,62.0,58.42,604535.52,10246.36,31.0,30.0,87.0,101.0
2023-06-29,Thursday,72.0,35.0,0.0,3.0,75.0,71.29,772508.83,10729.29,22.0,30.0,109.0,101.0
2023-06-30,Friday,77.0,37.0,2.0,3.0,82.0,77.78,831343.11,10796.66,30.0,32.0,113.0,99.0
2023-07-01,Saturday,37.0,18.0,2.0,3.0,42.0,37.37,369792.46,9994.39,58.0,32.0,61.0,99.0
2023-07-02,Sunday,50.0,33.0,2.0,3.0,55.0,53.76,493445.35,9868.91,20.0,37.0,79.0,93.0
2023-07-03,Monday,58.0,33.0,2.0,3.0,63.0,61.05,539152.74,9295.74,26.0,35.0,90.0,95.0
2023-07-04,Tuesday,50.0,23.0,0.0,3.0,53.0,54.35,451556.95,9031.14,32.0,39.0,75.0,92.0
2023-07-05,Wednesday,76.0,40.0,0.0,3.0,79.0,80.0,727889.94,9577.5,14.0,35.0,106.0,95.0
2023-07-06,Thursday,79.0,40.0,0.0,3.0,82.0,83.16,772297.61,9775.92,37.0,35.0,113.0,95.0
2023-07-07,Friday,62.0,29.0,0.0,3.0,65.0,72.09,627225.62,10116.54,45.0,45.0,98.0,86.0
2023-07-08,Saturday,57.0,29.0,0.0,3.0,60.0,75.0,525836.88,9225.21,34.0,56.0,95.0,76.0
2023-07-09,Sunday,55.0,30.0,0.0,3.0,58.0,72.37,517293.58,9405.34,32.0,54.0,83.0,76.0
2023-07-10,Monday,63.0,30.0,0.0,4.0,67.0,73.26,598602.62,9501.63,21.0,46.0,84.0,86.0
2023-07-11,Tuesday,75.0,33.0,0.0,5.0,80.0,77.32,805218.17,10736.24,21.0,46.0,104.0,97.0
2023-07-12,Wednesday,84.0,46.0,0.0,5.0,89.0,82.35,833056.36,9917.34,36.0,29.0,112.0,102.0
2023-07-13,Thursday,104.0,58.0,0.0,5.0,109.0,93.69,983982.42,9461.37,39.0,19.0,137.0,111.0
2023-07-14,Friday,89.0,30.0,2.0,4.0,95.0,81.65,799265.33,8980.51,44.0,22.0,120.0,109.0
2023-07-15,Saturday,86.0,44.0,0.0,4.0,90.0,83.5,765254.24,8898.31,49.0,30.0,131.0,103.0
2023-07-16,Sunday,75.0,40.0,0.0,5.0,80.0,73.53,696140.44,9281.87,50.0,30.0,110.0,102.0
2023-07-17,Monday,91.0,36.0,0.0,5.0,96.0,82.73,793669.66,8721.64,20.0,20.0,129.0,110.0
2023-07-18,Tuesday,106.0,44.0,0.0,4.0,110.0,95.5,931334.65,8786.18,30.0,19.0,137.0,111.0
2023-07-19,Wednesday,99.0,46.0,1.0,4.0,104.0,92.52,873110.86,8819.3,52.0,24.0,127.0,107.0
2023-07-20,Thursday,105.0,40.0,4.0,3.0,112.0,91.3,918352.91,8746.22,32.0,15.0,136.0,115.0
2023-07-21,Friday,98.0,48.0,1.0,4.0,103.0,89.91,910717.71,9293.04,57.0,21.0,131.0,109.0
2023-07-22,Saturday,88.0,52.0,0.0,4.0,92.0,80.0,826886.31,9396.44,63.0,21.0,132.0,110.0
2023-07-23,Sunday,74.0,35.0,0.0,4.0,78.0,69.81,673433.02,9100.45,48.0,24.0,113.0,106.0
2023-07-24,Monday,84.0,40.0,0.0,4.0,88.0,79.25,728410.34,8671.55,31.0,24.0,119.0,106.0
2023-07-25,Tuesday,92.0,49.0,0.0,4.0,96.0,86.79,811277.21,8818.23,41.0,24.0,123.0,106.0
2023-07-26,Wednesday,99.0,42.0,0.0,4.0,103.0,93.4,869992.51,8787.8,36.0,25.0,140.0,106.0
2023-07-27,Thursday,101.0,49.0,0.0,4.0,105.0,92.66,938421.54,9291.3,47.0,21.0,136.0,109.0
2023-07-28,Friday,88.0,45.0,4.0,4.0,96.0,79.28,958736.61,10894.73,54.0,20.0,140.0,111.0
2023-07-29,Saturday,95.0,58.0,4.0,5.0,104.0,84.82,931638.34,9806.72,50.0,18.0,163.0,112.0
2023-07-30,Sunday,92.0,41.0,1.0,4.0,97.0,84.4,885841.1,9628.71,48.0,21.0,153.0,109.0
2023-07-31,Monday,98.0,33.0,0.0,3.0,101.0,89.91,911461.56,9300.63,30.0,21.0,140.0,109.0
2023-08-01,Tuesday,114.0,58.0,3.0,2.0,119.0,95.0,1027084.89,9009.52,39.0,10.0,165.0,120.0
2023-08-02,Wednesday,111.0,31.0,3.0,4.0,118.0,93.28,1033683.71,9312.47,33.0,11.0,156.0,119.0
2023-08-03,Thursday,91.0,36.0,1.0,4.0,96.0,82.73,856773.34,9415.09,58.0,21.0,139.0,110.0
2023-08-04,Friday,78.0,26.0,3.0,5.0,86.0,75.0,766586.46,9828.03,36.0,25.0,136.0,104.0
2023-08-05,Saturday,71.0,42.0,3.0,4.0,78.0,68.93,747202.17,10523.97,50.0,27.0,125.0,103.0
2023-08-06,Sunday,67.0,32.0,0.0,5.0,72.0,66.34,678083.64,10120.65,38.0,29.0,119.0,101.0
2023-08-07,Monday,85.0,41.0,0.0,4.0,89.0,84.16,937663.26,11031.33,25.0,32.0,124.0,101.0
2023-08-08,Tuesday,91.0,47.0,1.0,4.0,96.0,90.1,805493.76,8851.58,41.0,28.0,128.0,101.0
2023-08-09,Wednesday,95.0,42.0,0.0,3.0,98.0,94.06,914224.99,9623.42,40.0,29.0,140.0,101.0
2023-08-10,Thursday,91.0,42.0,2.0,4.0,97.0,86.67,935364.18,10278.73,42.0,25.0,143.0,105.0
2023-08-11,Friday,94.0,45.0,0.0,4.0,98.0,88.68,951519.65,10122.55,44.0,25.0,150.0,106.0
2023-08-12,Saturday,73.0,30.0,0.0,3.0,76.0,69.52,820741.56,11243.04,52.0,28.0,134.0,105.0
2023-08-13,Sunday,117.0,82.0,0.0,2.0,119.0,98.32,981903.13,8392.33,38.0,11.0,216.0,119.0
2023-08-14,Monday,103.0,76.0,0.0,4.0,107.0,88.03,868580.53,8432.82,87.0,13.0,194.0,117.0
2023-08-15,Tuesday,49.0,27.0,0.0,3.0,52.0,45.37,529616.62,10808.5,82.0,22.0,73.0,108.0
2023-08-16,Wednesday,79.0,47.0,0.0,5.0,84.0,74.53,733495.03,9284.75,15.0,26.0,120.0,106.0
2023-08-17,Thursday,83.0,35.0,0.0,5.0,88.0,80.58,730098.59,8796.37,31.0,27.0,120.0,103.0
2023-08-18,Friday,71.0,33.0,1.0,5.0,77.0,67.62,690466.86,9724.89,46.0,26.0,115.0,105.0
2023-08-19,Saturday,77.0,39.0,1.0,6.0,84.0,77.0,777389.58,10095.97,32.0,32.0,137.0,100.0
2023-08-20,Sunday,77.0,36.0,3.0,6.0,86.0,70.64,707102.64,9183.15,36.0,21.0,130.0,109.0
2023-08-21,Monday,100.0,63.0,2.0,2.0,104.0,82.64,851892.85,8518.93,44.0,9.0,182.0,121.0
2023-08-22,Tuesday,100.0,30.0,0.0,3.0,103.0,84.75,942847.38,9428.47,31.0,13.0,175.0,118.0
2023-08-23,Wednesday,97.0,69.0,3.0,5.0,105.0,85.09,1124084.66,11588.5,67.0,16.0,155.0,114.0
2023-08-24,Thursday,110.0,45.0,3.0,4.0,117.0,93.22,1081943.11,9835.85,33.0,12.0,169.0,118.0
2023-08-25,Friday,104.0,39.0,0.0,6.0,110.0,90.43,1123626.85,10804.1,46.0,15.0,169.0,115.0
2023-08-26,Saturday,94.0,47.0,2.0,6.0,102.0,89.52,1090126.75,11597.09,55.0,25.0,160.0,105.0
2023-08-27,Sunday,82.0,31.0,1.0,6.0,89.0,78.1,866327.64,10564.97,44.0,25.0,133.0,105.0
2023-08-28,Monday,78.0,35.0,0.0,6.0,84.0,80.41,833580.73,10686.93,40.0,35.0,117.0,97.0
2023-08-29,Tuesday,63.0,26.0,0.0,7.0,70.0,64.29,611663.12,9708.94,40.0,36.0,100.0,98.0
2023-08-30,Wednesday,61.0,20.0,0.0,4.0,65.0,61.62,563664.75,9240.41,25.0,32.0,88.0,99.0
2023-08-31,Thursday,66.0,33.0,0.0,6.0,72.0,60.55,714263.62,10822.18,26.0,21.0,98.0,109.0
2023-09-01,Friday,71.0,38.0,1.0,5.0,77.0,65.74,893115.29,12579.09,34.0,22.0,120.0,108.0
2023-09-02,Saturday,78.0,43.0,0.0,5.0,83.0,75.0,974174.34,12489.41,37.0,27.0,129.0,104.0
2023-09-03,Sunday,111.0,73.0,0.0,4.0,115.0,94.87,1524039.62,13730.09,41.0,13.0,144.0,117.0
2023-09-04,Monday,106.0,31.0,0.0,3.0,109.0,92.17,1382589.74,13043.3,37.0,15.0,132.0,115.0
2023-09-05,Tuesday,79.0,34.0,0.0,2.0,81.0,68.1,1155281.75,14623.82,61.0,14.0,99.0,116.0
2023-09-06,Wednesday,49.0,30.0,0.0,2.0,51.0,42.24,777525.57,15867.87,60.0,15.0,62.0,116.0
2023-09-07,Thursday,54.0,33.0,0.0,5.0,59.0,44.63,858385.0,15896.02,25.0,11.0,61.0,121.0
2023-09-08,Friday,77.0,26.0,0.0,5.0,82.0,63.11,1518085.0,19715.39,3.0,8.0,84.0,122.0
2023-09-09,Saturday,114.0,41.0,0.0,6.0,120.0,93.44,3284385.0,28810.39,3.0,8.0,122.0,122.0
2023-09-10,Sunday,28.0,1.0,0.0,3.0,31.0,22.95,4698585.0,167806.61,90.0,8.0,33.0,122.0
2023-09-11,Monday,54.0,49.0,0.0,2.0,56.0,45.38,1355301.32,25098.17,25.0,15.0,85.0,119.0
2023-09-12,Tuesday,90.0,56.0,0.0,4.0,94.0,76.92,1168939.11,12988.21,18.0,14.0,136.0,117.0
2023-09-13,Wednesday,104.0,50.0,1.0,4.0,109.0,88.89,1219858.38,11729.41,35.0,13.0,156.0,117.0
2023-09-14,Thursday,111.0,48.0,1.0,3.0,115.0,94.07,1325031.55,11937.22,42.0,12.0,159.0,118.0
2023-09-15,Friday,91.0,42.0,0.0,4.0,95.0,81.25,1195539.73,13137.8,62.0,18.0,145.0,112.0
2023-09-16,Saturday,118.0,58.0,0.0,2.0,120.0,98.33,1420626.72,12039.21,33.0,10.0,180.0,120.0
2023-09-17,Sunday,112.0,32.0,0.0,4.0,116.0,94.12,1283279.41,11457.85,37.0,11.0,165.0,119.0
2023-09-18,Monday,108.0,31.0,2.0,4.0,114.0,93.1,1259824.13,11665.04,33.0,14.0,151.0,116.0
2023-09-19,Tuesday,95.0,42.0,0.0,4.0,99.0,84.07,1110372.15,11688.13,57.0,17.0,139.0,113.0
2023-09-20,Wednesday,99.0,47.0,0.0,4.0,103.0,90.0,1219701.04,12320.21,43.0,20.0,154.0,110.0
2023-09-21,Thursday,109.0,48.0,0.0,4.0,113.0,95.61,1382910.41,12687.25,37.0,16.0,176.0,114.0
2023-09-22,Friday,111.0,50.0,2.0,2.0,115.0,95.69,1390542.59,12527.41,50.0,14.0,176.0,116.0
2023-09-23,Saturday,104.0,34.0,2.0,3.0,109.0,92.86,1322570.12,12717.02,40.0,18.0,170.0,112.0
2023-09-24,Sunday,93.0,53.0,0.0,3.0,96.0,85.32,1180931.85,12698.19,66.0,21.0,133.0,109.0
2023-09-25,Monday,97.0,34.0,0.0,3.0,100.0,88.18,1132569.9,11675.98,30.0,20.0,134.0,110.0
2023-09-26,Tuesday,94.0,36.0,1.0,3.0,98.0,86.24,1117128.83,11884.35,38.0,21.0,130.0,109.0
2023-09-27,Wednesday,106.0,54.0,1.0,3.0,110.0,93.81,1365367.68,12880.83,42.0,17.0,154.0,113.0
2023-09-28,Thursday,95.0,27.0,2.0,3.0,100.0,85.59,1152806.01,12134.8,37.0,19.0,152.0,111.0
2023-09-29,Friday,78.0,39.0,2.0,3.0,83.0,72.22,999120.77,12809.24,56.0,22.0,141.0,108.0
2023-09-30,Saturday,90.0,51.0,1.0,4.0,95.0,83.33,1192924.19,13254.71,40.0,22.0,166.0,108.0
2023-10-01,Sunday,94.0,49.0,4.0,2.0,100.0,87.04,1214757.04,12922.95,46.0,22.0,166.0,108.0
2023-10-02,Monday,82.0,37.0,4.0,2.0,88.0,76.64,1048575.24,12787.5,49.0,23.0,141.0,107.0
2023-10-03,Tuesday,85.0,41.0,0.0,3.0,88.0,77.27,1136565.86,13371.36,41.0,20.0,128.0,110.0
2023-10-04,Wednesday,113.0,65.0,0.0,3.0,116.0,97.41,1501364.72,13286.41,37.0,14.0,155.0,116.0
2023-10-05,Thursday,108.0,48.0,0.0,5.0,113.0,93.1,1428204.6,13224.12,51.0,14.0,154.0,116.0
2023-10-06,Friday,90.0,28.0,0.0,3.0,93.0,80.36,1240705.74,13785.62,49.0,18.0,143.0,112.0
2023-10-07,Saturday,95.0,49.0,0.0,3.0,98.0,84.82,1358334.48,14298.26,44.0,18.0,158.0,112.0
2023-10-08,Sunday,101.0,53.0,0.0,3.0,104.0,87.83,1389880.72,13761.2,47.0,15.0,147.0,115.0
2023-10-09,Monday,119.0,51.0,0.0,1.0,120.0,99.17,1614832.45,13570.02,34.0,10.0,163.0,120.0
2023-10-10,Tuesday,119.0,29.0,0.0,1.0,120.0,99.17,1679101.86,14110.1,31.0,10.0,158.0,120.0
2023-10-11,Wednesday,117.0,29.0,0.0,2.0,119.0,98.32,1678719.89,14348.03,31.0,11.0,156.0,119.0
2023-10-12,Thursday,117.0,45.0,1.0,2.0,120.0,97.5,1611966.24,13777.49,44.0,10.0,170.0,120.0
2023-10-13,Friday,117.0,48.0,1.0,2.0,120.0,97.5,1648950.03,14093.59,49.0,10.0,194.0,120.0
2023-10-14,Saturday,113.0,48.0,0.0,3.0,116.0,97.41,1627881.72,14406.03,54.0,14.0,191.0,116.0
2023-10-15,Sunday,94.0,31.0,0.0,3.0,97.0,80.34,1370968.66,14584.77,50.0,14.0,158.0,117.0
2023-10-16,Monday,102.0,53.0,0.0,3.0,105.0,89.47,1489621.57,14604.13,45.0,16.0,160.0,114.0
2023-10-17,Tuesday,98.0,47.0,0.0,3.0,101.0,83.05,1520521.41,15515.52,51.0,12.0,149.0,118.0
2023-10-18,Wednesday,106.0,45.0,0.0,3.0,109.0,88.33,1521724.59,14355.89,38.0,10.0,155.0,120.0
2023-10-19,Thursday,100.0,52.0,2.0,5.0,107.0,90.09,1560573.56,15605.74,56.0,19.0,159.0,111.0
2023-10-20,Friday,87.0,38.0,2.0,4.0,93.0,78.38,1189865.0,13676.61,50.0,20.0,131.0,111.0
2023-10-21,Saturday,100.0,44.0,1.0,3.0,104.0,89.29,1491531.14,14915.31,33.0,18.0,149.0,112.0
2023-10-22,Sunday,92.0,39.0,1.0,3.0,96.0,84.4,1424739.24,15486.3,49.0,21.0,153.0,109.0
2023-10-23,Monday,90.0,33.0,0.0,3.0,93.0,80.36,1207595.55,13417.73,36.0,18.0,141.0,112.0
2023-10-24,Tuesday,101.0,45.0,0.0,2.0,103.0,87.83,1336085.33,13228.57,37.0,15.0,156.0,115.0
2023-10-25,Wednesday,105.0,38.0,1.0,3.0,109.0,90.52,1356057.26,12914.83,32.0,14.0,162.0,116.0
2023-10-26,Thursday,110.0,49.0,2.0,3.0,115.0,94.83,1465498.74,13322.72,42.0,14.0,172.0,116.0
2023-10-27,Friday,105.0,42.0,2.0,3.0,110.0,92.92,1428310.83,13602.96,49.0,17.0,168.0,113.0
2023-10-28,Saturday,95.0,36.0,2.0,3.0,100.0,80.51,1450543.03,15268.87,46.0,12.0,158.0,118.0
2023-10-29,Sunday,108.0,44.0,3.0,3.0,114.0,94.74,1541924.67,14277.08,30.0,16.0,175.0,114.0
2023-10-30,Monday,117.0,66.0,1.0,2.0,120.0,97.5,1675316.24,14318.94,60.0,10.0,167.0,120.0
2023-10-31,Tuesday,106.0,39.0,1.0,4.0,111.0,89.83,1481421.04,13975.67,48.0,12.0,159.0,118.0
2023-11-01,Wednesday,110.0,67.0,0.0,3.0,113.0,94.83,1558889.99,14171.73,66.0,14.0,167.0,116.0
2023-11-02,Thursday,111.0,43.0,2.0,3.0,116.0,95.69,1582514.94,14256.89,41.0,14.0,170.0,116.0
2023-11-03,Friday,112.0,53.0,3.0,3.0,118.0,94.12,1571014.1,14026.91,51.0,11.0,184.0,119.0
2023-11-04,Saturday,111.0,34.0,3.0,3.0,117.0,94.07,1567375.02,14120.5,35.0,12.0,185.0,118.0
2023-11-05,Sunday,105.0,49.0,3.0,5.0,85.0,89.74,1470772.21,14007.35,53.0,13.0,182.0,117.0
2023-11-06,Monday,114.0,76.0,5.0,1.0,73.0,95.0,1756745.53,15410.05,69.0,10.0,189.0,120.0
2023-11-07,Tuesday,111.0,64.0,0.0,3.0,84.0,94.87,1647435.51,14841.76,69.0,13.0,166.0,117.0
2023-11-08,Wednesday,90.0,31.0,0.0,3.0,65.0,82.57,1309671.18,14551.9,54.0,21.0,130.0,109.0
2023-11-09,Thursday,101.0,64.0,0.0,3.0,68.0,91.82,1535826.29,15206.2,53.0,20.0,167.0,110.0
2023-11-10,Friday,88.0,28.0,0.0,5.0,71.0,77.88,1345808.15,15293.27,38.0,18.0,149.0,113.0
2023-11-11,Saturday,100.0,64.0,2.0,3.0,56.0,87.72,1629030.7,16290.31,52.0,16.0,176.0,114.0
2023-11-12,Sunday,68.0,35.0,0.0,3.0,69.0,58.12,1040816.18,15306.12,70.0,16.0,116.0,117.0
2023-11-13,Monday,114.0,71.0,2.0,3.0,88.0,94.21,1683104.68,14764.08,23.0,9.0,197.0,121.0
2023-11-14,Tuesday,106.0,55.0,3.0,3.0,50.0,88.33,1222339.56,11531.51,89.0,10.0,176.0,120.0
2023-11-15,Wednesday,111.0,35.0,4.0,3.0,36.0,91.74,1276198.52,11497.28,29.0,9.0,179.0,121.0
2023-11-16,Thursday,115.0,32.0,2.0,2.0,31.0,95.04,1189149.09,10340.43,31.0,9.0,181.0,121.0
2023-11-17,Friday,95.0,45.0,1.0,3.0,49.0,81.2,1194727.01,12576.07,66.0,12.0,153.0,117.0
2023-11-18,Saturday,113.0,71.0,0.0,3.0,47.0,95.76,1564121.64,13841.78,56.0,12.0,186.0,118.0
2023-11-19,Sunday,96.0,44.0,1.0,3.0,56.0,82.76,1302289.71,13565.52,60.0,15.0,157.0,116.0
2023-11-20,Monday,110.0,56.0,2.0,2.0,82.0,94.02,1426539.17,12968.54,43.0,13.0,177.0,117.0
2023-11-21,Tuesday,105.0,37.0,2.0,3.0,82.0,91.3,1411743.44,13445.18,42.0,16.0,163.0,115.0
2023-11-22,Wednesday,111.0,41.0,2.0,2.0,96.0,95.69,1535306.06,13831.59,36.0,14.0,186.0,116.0
2023-11-23,Thursday,109.0,56.0,1.0,3.0,103.0,95.61,1605382.84,14728.28,58.0,16.0,187.0,114.0
2023-11-24,Friday,105.0,42.0,1.0,3.0,89.0,89.74,1548956.44,14751.97,46.0,13.0,172.0,117.0
2023-11-25,Saturday,90.0,57.0,3.0,3.0,72.0,77.59,1305572.51,14506.36,70.0,14.0,154.0,116.0
2023-11-26,Sunday,105.0,51.0,2.0,3.0,67.0,91.3,1588335.28,15127.0,38.0,15.0,177.0,115.0
2023-11-27,Monday,116.0,41.0,1.0,3.0,75.0,96.67,1745365.04,15046.25,32.0,10.0,191.0,120.0
2023-11-28,Tuesday,112.0,68.0,0.0,3.0,103.0,92.56,1777843.56,15873.6,73.0,9.0,179.0,121.0
2023-11-29,Wednesday,117.0,50.0,0.0,3.0,106.0,97.5,1897941.9,16221.73,45.0,10.0,185.0,120.0
2023-11-30,Thursday,109.0,57.0,1.0,3.0,83.0,92.37,1682233.79,15433.34,65.0,12.0,188.0,118.0
2023-12-01,Friday,112.0,75.0,0.0,3.0,30.0,94.12,1925173.71,17189.05,75.0,11.0,191.0,119.0
2023-12-02,Saturday,115.0,43.0,0.0,3.0,39.0,95.83,1962742.76,17067.33,40.0,10.0,198.0,120.0
2023-12-03,Sunday,99.0,59.0,1.0,3.0,73.0,87.61,1868604.57,18874.79,75.0,16.0,160.0,113.0
2023-12-04,Monday,106.0,50.0,0.0,3.0,75.0,94.64,1630422.28,15381.34,44.0,18.0,155.0,112.0
2023-12-05,Tuesday,105.0,58.0,5.0,3.0,96.0,91.3,1573160.13,14982.48,54.0,15.0,149.0,115.0
2023-12-06,Wednesday,114.0,58.0,2.0,3.0,97.0,95.8,1661575.35,14575.22,53.0,11.0,180.0,119.0
2023-12-07,Thursday,108.0,45.0,1.0,2.0,91.0,93.1,1613715.9,14941.81,54.0,14.0,162.0,116.0
2023-12-08,Friday,95.0,45.0,0.0,5.0,95.0,90.48,1439234.33,15149.84,56.0,25.0,153.0,105.0
2023-12-09,Saturday,94.0,45.0,0.0,3.0,95.0,88.68,1420042.39,15106.83,48.0,24.0,160.0,106.0
2023-12-10,Sunday,101.0,45.0,0.0,3.0,92.0,90.99,1561260.29,15458.02,38.0,20.0,167.0,111.0
2023-12-11,Monday,105.0,51.0,0.0,3.0,90.0,94.59,1612729.82,15359.33,47.0,19.0,158.0,111.0
2023-12-12,Tuesday,104.0,41.0,2.0,3.0,93.0,92.04,1559110.36,14991.45,41.0,17.0,153.0,113.0
2023-12-13,Wednesday,98.0,44.0,1.0,3.0,96.0,92.45,1493791.31,15242.77,51.0,24.0,155.0,106.0
2023-12-14,Thursday,97.0,48.0,9.0,3.0,97.0,85.09,1429410.87,14736.19,40.0,16.0,179.0,114.0
2023-12-15,Friday,101.0,45.0,0.0,3.0,89.0,90.18,1649271.17,16329.42,50.0,18.0,190.0,112.0
2023-12-16,Saturday,83.0,35.0,0.0,3.0,71.0,74.77,1156395.07,13932.47,54.0,21.0,163.0,111.0
2023-12-17,Sunday,99.0,48.0,0.0,3.0,80.0,88.39,1332593.87,13460.54,32.0,18.0,183.0,112.0
2023-12-18,Monday,102.0,38.0,0.0,3.0,84.0,96.23,1500487.62,14710.66,36.0,24.0,178.0,106.0
2023-12-19,Tuesday,95.0,50.0,1.0,3.0,71.0,87.16,1344996.82,14157.86,57.0,21.0,158.0,109.0
