Date,Day,Rooms Sold,Rooms for Sale,Arrival Rooms,Compliment Rooms,House Use,Hold,Individual Confirm,Individual Tentative,Group Confirm,Group Tentative,Occupancy %,Room Revenue,ARR,Inclusion Revenue,Departure Rooms,OOO Rooms,Pax,Individual Revenue,Individual ARR,Confirmed Group Revenue,Confirmed Group ARR,Tentative Group Revenue,Tentative Group ARR,Total Room Inventory
2024-09-07,Saturday,91.0,3.0,37.0,8.0,2.0,0.0,94.0,0.0,7.0,0.0,87.5,1108256.65,12178.64,0.0,30.0,26.0,145.0,1034553.25,11005.89,73703.4,10529.06,0.0,0.0,104.0
2024-09-08,Sunday,90.0,12.0,35.0,0.0,2.0,0.0,76.0,0.0,16.0,0.0,86.54,1168174.51,12979.72,0.0,44.0,27.0,125.0,964471.11,12690.41,203703.4,12731.46,0.0,0.0,104.0
2024-09-09,Monday,96.0,7.0,30.0,1.0,2.0,0.0,83.0,0.0,16.0,0.0,90.57,1177929.87,12270.1,0.0,23.0,24.0,128.0,973726.47,11731.64,204203.4,12762.71,0.0,0.0,106.0
2024-09-10,Tuesday,103.0,1.0,29.0,1.0,2.0,0.0,77.0,0.0,29.0,0.0,96.26,1251209.89,12147.67,0.0,22.0,23.0,131.0,930006.49,12078.01,321203.4,11075.98,0.0,0.0,107.0
2024-09-11,Wednesday,104.0,1.0,32.0,1.0,1.0,0.0,78.0,0.0,28.0,0.0,97.2,1252835.83,12046.5,0.0,32.0,23.0,141.0,974132.43,12488.88,278703.4,9953.69,0.0,0.0,107.0
2024-09-12,Thursday,109.0,0.0,28.0,1.0,1.0,0.0,69.0,0.0,42.0,0.0,98.2,1288636.91,11822.36,0.0,23.0,19.0,161.0,850433.51,12325.12,438203.4,10433.41,0.0,0.0,111.0
2024-09-13,Friday,86.0,16.0,25.0,3.0,2.0,0.0,71.0,0.0,20.0,0.0,80.37,1104053.31,12837.83,0.0,45.0,23.0,130.0,836849.91,11786.62,267203.4,13360.17,0.0,0.0,107.0
2024-09-14,Saturday,93.0,7.0,26.0,2.0,2.0,0.0,77.0,0.0,20.0,0.0,89.42,1261992.46,13569.81,0.0,20.0,26.0,141.0,998424.66,12966.55,263567.8,13178.39,0.0,0.0,104.0
2024-09-15,Sunday,85.0,14.0,38.0,1.0,2.0,0.0,79.0,0.0,9.0,0.0,83.33,1093844.66,12868.76,0.0,48.0,28.0,126.0,974505.68,12335.51,119338.98,13259.89,0.0,0.0,102.0
2024-09-16,Monday,94.0,5.0,33.0,3.0,2.0,0.0,92.0,0.0,7.0,0.0,90.38,1315421.18,13993.84,0.0,23.0,26.0,137.0,1218717.78,13246.93,96703.4,13814.77,0.0,0.0,104.0
2024-09-17,Tuesday,98.0,3.0,33.0,2.0,2.0,0.0,97.0,0.0,5.0,0.0,93.33,1317100.23,13439.8,0.0,30.0,25.0,129.0,1251396.83,12901.0,65703.4,13140.68,0.0,0.0,105.0
2024-09-18,Wednesday,97.0,5.0,33.0,3.0,2.0,0.0,92.0,0.0,10.0,0.0,90.65,1315293.59,13559.73,0.0,33.0,23.0,133.0,1156590.19,12571.63,158703.4,15870.34,0.0,0.0,107.0
2024-09-19,Thursday,82.0,20.0,23.0,1.0,2.0,0.0,82.0,0.0,3.0,0.0,78.1,1073286.59,13088.86,0.0,40.0,25.0,117.0,1038583.19,12665.65,34703.4,11567.8,0.0,0.0,105.0
2024-09-20,Friday,84.0,18.0,31.0,2.0,2.0,0.0,85.0,0.0,3.0,0.0,79.25,1209085.71,14393.88,0.0,28.0,24.0,126.0,1174382.31,13816.26,34703.4,11567.8,0.0,0.0,106.0
2024-09-21,Saturday,83.0,21.0,32.0,0.0,2.0,0.0,79.0,0.0,6.0,0.0,78.3,1113034.18,13410.05,0.0,34.0,25.0,118.0,1040830.78,13175.07,72203.4,12033.9,0.0,0.0,106.0
2024-09-22,Sunday,100.0,5.0,45.0,1.0,2.0,0.0,84.0,0.0,19.0,0.0,92.59,1356759.18,13567.59,0.0,28.0,22.0,151.0,1119555.78,13328.05,237203.4,12484.39,0.0,0.0,108.0
2024-09-23,Monday,105.0,1.0,28.0,3.0,2.0,0.0,85.0,0.0,25.0,0.0,94.59,1370926.6,13056.44,0.0,21.0,19.0,156.0,1066223.2,12543.8,304703.4,12188.14,0.0,0.0,111.0
2024-09-24,Tuesday,107.0,2.0,25.0,1.0,2.0,0.0,69.0,0.0,41.0,0.0,95.54,1453041.51,13579.83,0.0,25.0,18.0,150.0,904838.11,13113.6,548203.4,13370.81,0.0,0.0,112.0
2024-09-25,Wednesday,104.0,6.0,31.0,0.0,2.0,0.0,53.0,0.0,53.0,0.0,92.86,1460538.91,14043.64,0.0,35.0,19.0,143.0,721335.51,13610.1,739203.4,13947.23,0.0,0.0,112.0
2024-09-26,Thursday,113.0,2.0,37.0,1.0,1.0,0.0,56.0,0.0,59.0,0.0,96.58,1516450.19,13419.91,0.0,28.0,13.0,150.0,786069.69,14036.96,730380.5,12379.33,0.0,0.0,117.0
2024-09-27,Friday,95.0,16.0,22.0,1.0,2.0,0.0,66.0,0.0,32.0,0.0,83.33,1377719.09,14502.31,0.0,39.0,16.0,144.0,895758.93,13572.1,481960.16,15061.25,0.0,0.0,114.0
2024-09-28,Saturday,84.0,21.0,33.0,1.0,2.0,0.0,72.0,0.0,15.0,0.0,77.78,1218971.25,14511.56,0.0,44.0,22.0,137.0,1114204.31,15475.06,104766.94,6984.46,0.0,0.0,108.0
2024-09-29,Sunday,87.0,19.0,38.0,0.0,2.0,0.0,86.0,0.0,3.0,0.0,80.56,1250915.13,14378.33,0.0,35.0,22.0,134.0,1208518.51,14052.54,42396.62,14132.21,0.0,0.0,108.0
2024-09-30,Monday,87.0,19.0,33.0,0.0,2.0,0.0,84.0,0.0,5.0,0.0,80.56,1193146.96,13714.33,0.0,33.0,22.0,141.0,1131963.56,13475.76,61183.4,12236.68,0.0,0.0,108.0
2024-10-01,Tuesday,87.0,19.0,49.0,0.0,2.0,0.0,83.0,0.0,6.0,0.0,80.56,1203222.31,13830.14,0.0,49.0,24.0,133.0,1115020.31,13433.98,88202.0,14700.33,0.0,0.0,108.0
2024-10-02,Wednesday,97.0,6.0,48.0,3.0,2.0,0.0,76.0,0.0,26.0,0.0,89.81,1441406.36,14859.86,0.0,35.0,22.0,142.0,1033906.36,13604.03,407500.0,15673.08,0.0,0.0,108.0
2024-10-03,Thursday,94.0,8.0,37.0,1.0,2.0,0.0,81.0,0.0,16.0,0.0,89.52,1435586.03,15272.19,0.0,42.0,25.0,134.0,1191086.03,14704.77,244500.0,15281.25,0.0,0.0,105.0
2024-10-04,Friday,96.0,10.0,40.0,0.0,2.0,0.0,77.0,0.0,21.0,0.0,88.89,1575598.57,16412.49,0.0,38.0,23.0,149.0,1215848.57,15790.24,359750.0,17130.95,0.0,0.0,108.0
2024-10-05,Saturday,107.0,2.0,53.0,3.0,2.0,0.0,85.0,0.0,27.0,0.0,93.86,1711814.0,15998.26,0.0,39.0,16.0,165.0,1228314.0,14450.75,483500.0,17907.41,0.0,0.0,114.0
2024-10-06,Sunday,107.0,3.0,33.0,2.0,2.0,0.0,82.0,0.0,29.0,0.0,93.86,1641619.93,15342.24,0.0,35.0,16.0,162.0,1153619.93,14068.54,488000.0,16827.59,0.0,0.0,114.0
2024-10-07,Monday,104.0,3.0,26.0,2.0,3.0,0.0,91.0,0.0,18.0,0.0,92.86,1579499.28,15187.49,0.0,28.0,18.0,150.0,1271499.28,13972.52,308000.0,17111.11,0.0,0.0,112.0
2024-10-08,Tuesday,92.0,12.0,31.0,2.0,2.0,0.0,91.0,0.0,5.0,0.0,85.19,1356742.36,14747.2,0.0,44.0,22.0,142.0,1256742.36,13810.36,100000.0,20000.0,0.0,0.0,108.0
2024-10-09,Wednesday,96.0,9.0,37.0,0.0,2.0,0.0,89.0,0.0,9.0,0.0,89.72,1554484.62,16192.55,0.0,35.0,23.0,153.0,1446484.62,16252.64,108000.0,12000.0,0.0,0.0,107.0
2024-10-10,Thursday,103.0,3.0,43.0,0.0,2.0,0.0,82.0,0.0,23.0,0.0,95.37,1529941.25,14853.8,0.0,36.0,22.0,164.0,1208585.33,14738.85,321355.92,13972.0,0.0,0.0,108.0
2024-10-11,Friday,106.0,5.0,39.0,1.0,2.0,0.0,83.0,0.0,26.0,0.0,92.98,1575576.88,14863.93,0.0,35.0,16.0,169.0,1214983.68,14638.36,360593.2,13868.97,0.0,0.0,114.0
2024-10-12,Saturday,92.0,18.0,49.0,2.0,2.0,0.0,65.0,0.0,31.0,0.0,80.7,1279111.98,13903.39,0.0,64.0,18.0,147.0,926309.5,14250.92,352802.48,11380.73,0.0,0.0,114.0
2024-10-13,Sunday,105.0,6.0,33.0,1.0,2.0,0.0,71.0,0.0,37.0,0.0,92.11,1530063.75,14572.04,0.0,21.0,16.0,166.0,1049244.33,14778.09,480819.42,12995.12,0.0,0.0,114.0
2024-10-14,Monday,114.0,0.0,42.0,1.0,1.0,0.0,88.0,0.0,28.0,0.0,98.28,1904498.32,16706.13,0.0,34.0,14.0,166.0,1458831.42,16577.63,445666.9,15916.67,0.0,0.0,116.0
2024-10-15,Tuesday,110.0,3.0,30.0,0.0,2.0,0.0,95.0,0.0,17.0,0.0,95.65,1726814.79,15698.32,0.0,34.0,15.0,157.0,1473573.26,15511.3,253241.53,14896.56,0.0,0.0,115.0
2024-10-16,Wednesday,106.0,5.0,43.0,1.0,2.0,0.0,86.0,0.0,23.0,0.0,92.98,1725245.18,16275.9,0.0,46.0,16.0,151.0,1431319.81,16643.25,293925.37,12779.36,0.0,0.0,114.0
2024-10-17,Thursday,115.0,0.0,48.0,0.0,1.0,0.0,87.0,0.0,29.0,0.0,99.14,1728831.75,15033.32,0.0,40.0,14.0,169.0,1390334.38,15980.85,338497.37,11672.32,0.0,0.0,116.0
2024-10-18,Friday,112.0,0.0,28.0,0.0,2.0,0.0,85.0,0.0,29.0,0.0,98.25,1608641.01,14362.87,0.0,30.0,16.0,164.0,1270143.64,14942.87,338497.37,11672.32,0.0,0.0,114.0
2024-10-19,Saturday,100.0,11.0,45.0,0.0,2.0,0.0,81.0,0.0,21.0,0.0,88.5,1585437.86,15854.38,0.0,57.0,19.0,148.0,1328174.98,16397.22,257262.88,12250.61,0.0,0.0,113.0
2024-10-20,Sunday,100.0,10.0,38.0,1.0,2.0,0.0,84.0,0.0,19.0,0.0,88.5,1431552.74,14315.53,0.0,38.0,17.0,155.0,1224385.84,14576.02,207166.9,10903.52,0.0,0.0,113.0
2024-10-21,Monday,110.0,3.0,36.0,1.0,1.0,0.0,81.0,0.0,31.0,0.0,95.65,1600298.04,14548.16,0.0,27.0,15.0,173.0,1195727.12,14762.06,404570.92,13050.67,0.0,0.0,115.0
2024-10-22,Tuesday,108.0,4.0,54.0,0.0,2.0,0.0,102.0,0.0,8.0,0.0,94.74,1790696.25,16580.52,0.0,55.0,16.0,165.0,1662696.25,16300.94,128000.0,16000.0,0.0,0.0,114.0
2024-10-23,Wednesday,108.0,4.0,37.0,0.0,2.0,0.0,93.0,0.0,17.0,0.0,94.74,1582173.08,14649.75,0.0,37.0,16.0,167.0,1336520.56,14371.19,245652.52,14450.15,0.0,0.0,114.0
2024-10-24,Thursday,105.0,4.0,58.0,2.0,2.0,0.0,69.0,0.0,40.0,0.0,92.92,1530597.26,14577.12,0.0,63.0,17.0,158.0,963196.09,13959.36,567401.17,14185.03,0.0,0.0,113.0
2024-10-25,Friday,109.0,3.0,38.0,1.0,1.0,0.0,66.0,0.0,45.0,0.0,95.61,1615170.09,14818.07,0.0,37.0,16.0,164.0,985101.86,14925.79,630068.23,14001.52,0.0,0.0,114.0
2024-10-26,Saturday,95.0,15.0,29.0,1.0,2.0,0.0,69.0,0.0,29.0,0.0,84.07,1469303.25,15466.35,0.0,42.0,21.0,150.0,1078877.88,15635.91,390425.37,13462.94,0.0,0.0,113.0
2024-10-27,Sunday,79.0,31.0,33.0,0.0,3.0,0.0,82.0,0.0,0.0,0.0,69.91,1327157.96,16799.47,0.0,49.0,18.0,124.0,1327157.96,16184.85,0.0,0.0,0.0,0.0,113.0
2024-10-28,Monday,80.0,30.0,37.0,0.0,3.0,0.0,75.0,0.0,8.0,0.0,70.8,1299342.74,16241.78,0.0,36.0,17.0,126.0,1167342.74,15564.57,132000.0,16500.0,0.0,0.0,113.0
2024-10-29,Tuesday,96.0,14.0,50.0,0.0,3.0,0.0,85.0,0.0,14.0,0.0,84.96,1459423.29,15202.33,0.0,34.0,17.0,150.0,1234423.29,14522.63,225000.0,16071.43,0.0,0.0,113.0
2024-10-30,Wednesday,83.0,28.0,31.0,0.0,3.0,0.0,70.0,0.0,16.0,0.0,72.81,1247461.37,15029.66,0.0,44.0,16.0,134.0,989961.37,14142.31,257500.0,16093.75,0.0,0.0,114.0
2024-10-31,Thursday,99.0,12.0,56.0,0.0,3.0,0.0,68.0,0.0,34.0,0.0,86.84,1843177.84,18617.96,0.0,40.0,18.0,156.0,1307406.68,19226.57,535771.16,15757.98,0.0,0.0,114.0
2024-11-01,Friday,90.0,21.0,57.0,0.0,3.0,0.0,65.0,0.0,28.0,0.0,78.95,1475482.79,16394.25,0.0,67.0,16.0,141.0,995832.06,15320.49,479650.73,17130.38,0.0,0.0,114.0
2024-11-02,Saturday,102.0,5.0,59.0,0.0,3.0,0.0,83.0,0.0,22.0,0.0,92.73,1541417.51,15111.94,0.0,47.0,20.0,166.0,1289233.67,15532.94,252183.84,11462.9,0.0,0.0,110.0
2024-11-03,Sunday,90.0,13.0,35.0,7.0,3.0,0.0,87.0,0.0,13.0,0.0,79.65,1360984.68,15122.05,0.0,40.0,17.0,148.0,1257300.84,14451.73,103683.84,7975.68,0.0,0.0,113.0
2024-11-04,Monday,108.0,0.0,54.0,5.0,2.0,0.0,71.0,0.0,44.0,0.0,93.91,1515105.01,14028.75,0.0,39.0,15.0,172.0,1012754.27,14264.14,502350.74,11417.06,0.0,0.0,115.0
2024-11-05,Tuesday,97.0,13.0,27.0,2.0,3.0,0.0,74.0,0.0,28.0,0.0,84.35,1429816.91,14740.38,0.0,40.0,15.0,161.0,1092772.9,14767.2,337044.01,12037.29,0.0,0.0,115.0
2024-11-06,Wednesday,108.0,4.0,54.0,1.0,2.0,0.0,67.0,0.0,44.0,0.0,93.91,1556663.98,14413.56,0.0,45.0,15.0,163.0,1068834.43,15952.75,487829.55,11087.04,0.0,0.0,115.0
2024-11-07,Thursday,106.0,4.0,42.0,2.0,3.0,0.0,71.0,0.0,40.0,0.0,92.17,1614817.62,15234.13,0.0,42.0,15.0,174.0,1073057.84,15113.49,541759.78,13543.99,0.0,0.0,115.0
2024-11-08,Friday,114.0,1.0,46.0,1.0,3.0,0.0,64.0,0.0,54.0,0.0,95.8,1759987.11,15438.48,0.0,38.0,11.0,187.0,1126983.88,17609.12,633003.23,11722.28,0.0,0.0,119.0
2024-11-09,Saturday,103.0,10.0,48.0,0.0,3.0,0.0,84.0,0.0,22.0,0.0,88.79,1635400.99,15877.68,0.0,60.0,14.0,174.0,1371975.66,16333.04,263425.33,11973.88,0.0,0.0,116.0
2024-11-10,Sunday,111.0,1.0,44.0,1.0,6.0,0.0,92.0,0.0,26.0,0.0,93.28,1769095.57,15937.8,0.0,32.0,11.0,187.0,1443428.71,15689.44,325666.86,12525.65,0.0,0.0,119.0
2024-11-11,Monday,114.0,1.0,49.0,1.0,3.0,0.0,112.0,0.0,6.0,0.0,95.8,1919946.16,16841.63,0.0,48.0,11.0,183.0,1822946.16,16276.31,97000.0,16166.67,0.0,0.0,119.0
2024-11-12,Tuesday,113.0,3.0,34.0,1.0,2.0,0.0,103.0,0.0,13.0,0.0,94.96,1882131.12,16656.03,0.0,36.0,11.0,179.0,1692131.12,16428.46,190000.0,14615.38,0.0,0.0,119.0
2024-11-13,Wednesday,108.0,7.0,44.0,0.0,3.0,0.0,88.0,0.0,23.0,0.0,91.53,1900518.54,17597.39,0.0,48.0,12.0,158.0,1550518.54,17619.53,350000.0,15217.39,0.0,0.0,118.0
2024-11-14,Thursday,105.0,5.0,62.0,1.0,7.0,0.0,96.0,0.0,17.0,0.0,88.98,1928085.05,18362.71,0.0,59.0,12.0,173.0,1771085.05,18448.8,157000.0,9235.29,0.0,0.0,118.0
2024-11-15,Friday,109.0,2.0,54.0,0.0,7.0,0.0,114.0,0.0,2.0,0.0,92.37,1892802.64,17365.16,0.0,51.0,12.0,186.0,1869073.82,16395.38,23728.82,11864.41,0.0,0.0,118.0
2024-11-16,Saturday,109.0,1.0,49.0,1.0,7.0,0.0,109.0,0.0,8.0,0.0,92.37,1814219.03,16644.21,0.0,49.0,12.0,186.0,1708261.39,15672.12,105957.64,13244.7,0.0,0.0,118.0
2024-12-16,Monday,74.0,29.0,26.0,1.0,3.0,0.0,74.0,0.0,4.0,0.0,69.16,1317957.11,17810.23,0.0,53.0,24.0,140.0,1281957.11,17323.74,36000.0,9000.0,0.0,0.0,107.0
2024-12-17,Tuesday,74.0,30.0,26.0,0.0,3.0,0.0,77.0,0.0,0.0,0.0,69.16,1232493.39,16655.32,0.0,27.0,24.0,133.0,1244493.39,16162.25,-12000.0,0.0,0.0,0.0,107.0
2024-12-18,Wednesday,89.0,9.0,50.0,3.0,3.0,0.0,95.0,0.0,0.0,0.0,85.58,1427655.93,16041.08,0.0,32.0,28.0,154.0,1427655.93,15027.96,0.0,0.0,0.0,0.0,104.0
2024-12-19,Thursday,89.0,20.0,32.0,2.0,3.0,0.0,94.0,0.0,0.0,0.0,78.07,1388263.12,15598.46,0.0,33.0,16.0,156.0,1388263.12,14768.76,0.0,0.0,0.0,0.0,114.0
2024-12-20,Friday,77.0,35.0,30.0,2.0,3.0,0.0,82.0,0.0,0.0,0.0,65.81,1301870.98,16907.42,0.0,42.0,14.0,139.0,1285370.98,15675.26,16500.0,0.0,0.0,0.0,117.0
2024-12-21,Saturday,86.0,27.0,40.0,2.0,3.0,0.0,89.0,0.0,2.0,0.0,72.88,1432874.94,16661.34,0.0,31.0,12.0,167.0,1409874.94,15841.29,23000.0,11500.0,0.0,0.0,118.0
2024-12-22,Sunday,100.0,11.0,49.0,1.0,3.0,0.0,98.0,0.0,6.0,0.0,86.96,1543290.26,15432.9,0.0,36.0,15.0,195.0,1412476.66,14413.03,130813.6,21802.27,0.0,0.0,115.0
2024-12-23,Monday,99.0,12.0,51.0,0.0,3.0,0.0,77.0,0.0,25.0,0.0,86.84,1433221.85,14476.99,0.0,55.0,16.0,179.0,1107536.28,14383.59,325685.57,13027.42,0.0,0.0,114.0
2024-12-24,Tuesday,96.0,14.0,31.0,0.0,4.0,0.0,72.0,0.0,28.0,0.0,84.21,1399776.59,14581.01,0.0,33.0,16.0,178.0,1035241.02,14378.35,364535.57,13019.13,0.0,0.0,114.0
2024-12-25,Wednesday,84.0,27.0,19.0,0.0,3.0,0.0,59.0,0.0,28.0,0.0,73.68,1239584.11,14756.95,0.0,32.0,16.0,155.0,875048.54,14831.33,364535.57,13019.13,0.0,0.0,114.0
2024-12-26,Thursday,78.0,32.0,49.0,1.0,3.0,0.0,76.0,0.0,6.0,0.0,68.42,1187187.24,15220.35,0.0,54.0,16.0,148.0,1103187.24,14515.62,84000.0,14000.0,0.0,0.0,114.0
2024-12-27,Friday,84.0,24.0,37.0,1.0,4.0,0.0,86.0,0.0,3.0,0.0,74.34,1344543.88,16006.47,0.0,30.0,19.0,165.0,1272543.88,14797.02,72000.0,24000.0,0.0,0.0,113.0
2024-12-28,Saturday,83.0,25.0,35.0,0.0,3.0,0.0,83.0,0.0,3.0,0.0,74.77,1333422.92,16065.34,0.0,38.0,21.0,159.0,1279422.92,15414.73,54000.0,18000.0,0.0,0.0,111.0
2024-12-29,Sunday,74.0,34.0,26.0,0.0,3.0,0.0,74.0,0.0,3.0,0.0,66.67,1135767.78,15348.21,0.0,35.0,20.0,134.0,1081767.78,14618.48,54000.0,18000.0,0.0,0.0,111.0
2024-12-30,Monday,61.0,48.0,25.0,0.0,3.0,0.0,62.0,0.0,2.0,0.0,54.46,852675.54,13978.29,0.0,38.0,19.0,111.0,831702.54,13414.56,20973.0,10486.5,0.0,0.0,112.0
2024-12-31,Tuesday,69.0,36.0,41.0,2.0,7.0,0.0,72.0,0.0,6.0,0.0,60.53,1031233.06,14945.41,0.0,27.0,16.0,139.0,971233.06,13489.35,60000.0,10000.0,0.0,0.0,114.0
2025-01-01,Wednesday,61.0,45.0,45.0,0.0,3.0,0.0,57.0,0.0,7.0,0.0,55.96,882382.04,14465.28,0.0,59.0,21.0,105.0,773771.86,13574.94,108610.18,15515.74,0.0,0.0,109.0
2025-01-02,Thursday,76.0,28.0,31.0,0.0,3.0,0.0,73.0,0.0,6.0,0.0,71.03,1170417.22,15400.23,0.0,16.0,23.0,138.0,1071807.04,14682.29,98610.18,16435.03,0.0,0.0,107.0
2025-01-03,Friday,82.0,18.0,36.0,0.0,3.0,0.0,77.0,0.0,8.0,0.0,79.61,1280558.12,15616.56,0.0,30.0,27.0,140.0,1148558.12,14916.34,132000.0,16500.0,0.0,0.0,103.0
2025-01-04,Saturday,77.0,19.0,34.0,2.0,3.0,0.0,68.0,0.0,14.0,0.0,76.24,1242393.96,16134.99,0.0,38.0,30.0,136.0,1028893.96,15130.79,213500.0,15250.0,0.0,0.0,101.0
2025-01-05,Sunday,77.0,25.0,30.0,1.0,3.0,0.0,68.0,0.0,13.0,0.0,72.64,1185487.32,15395.94,0.0,31.0,24.0,134.0,971987.32,14293.93,213500.0,16423.08,0.0,0.0,106.0
2025-01-06,Monday,96.0,5.0,43.0,0.0,3.0,0.0,86.0,0.0,13.0,0.0,92.31,1549276.87,16138.3,0.0,25.0,26.0,171.0,1334776.87,15520.66,214500.0,16500.0,0.0,0.0,104.0
2025-01-07,Tuesday,100.0,8.0,43.0,0.0,4.0,0.0,86.0,0.0,18.0,0.0,89.29,1607586.75,16075.87,0.0,38.0,18.0,170.0,1316186.75,15304.5,291400.0,16188.89,0.0,0.0,112.0
2025-01-08,Wednesday,81.0,28.0,32.0,0.0,3.0,0.0,78.0,0.0,6.0,0.0,72.32,1276906.98,15764.28,0.0,52.0,22.0,137.0,1144406.98,14671.88,132500.0,22083.33,0.0,0.0,112.0
2025-01-09,Thursday,83.0,24.0,44.0,1.0,3.0,0.0,74.0,0.0,13.0,0.0,74.77,1394017.29,16795.39,0.0,41.0,22.0,150.0,1100017.29,14865.1,294000.0,22615.38,0.0,0.0,111.0
2025-01-10,Friday,98.0,8.0,36.0,2.0,3.0,0.0,82.0,0.0,21.0,0.0,88.29,1578044.13,16102.49,0.0,20.0,21.0,177.0,1166544.13,14226.15,411500.0,19595.24,0.0,0.0,111.0
2025-01-11,Saturday,85.0,20.0,36.0,3.0,3.0,0.0,72.0,0.0,19.0,0.0,76.58,1396996.64,16435.25,0.0,48.0,20.0,155.0,1052496.64,14618.01,344500.0,18131.58,0.0,0.0,111.0
2025-01-12,Sunday,96.0,10.0,62.0,3.0,3.0,0.0,74.0,0.0,28.0,0.0,85.71,1466886.45,15280.07,0.0,51.0,18.0,158.0,1085572.95,14669.9,381313.5,13618.34,0.0,0.0,112.0
2025-01-13,Monday,103.0,7.0,32.0,0.0,3.0,0.0,82.0,0.0,24.0,0.0,91.15,1543738.38,14987.75,0.0,28.0,17.0,157.0,1234424.88,15053.96,309313.5,12888.06,0.0,0.0,113.0
2025-01-14,Tuesday,99.0,10.0,40.0,0.0,3.0,0.0,92.0,0.0,10.0,0.0,88.39,1541220.97,15567.89,0.0,44.0,18.0,155.0,1419990.97,15434.68,121230.0,12123.0,0.0,0.0,112.0
2025-01-15,Wednesday,104.0,6.0,53.0,0.0,3.0,0.0,94.0,0.0,13.0,0.0,92.04,1772942.53,17047.52,0.0,48.0,17.0,157.0,1574817.53,16753.38,198125.0,15240.38,0.0,0.0,113.0
2025-01-16,Thursday,105.0,6.0,41.0,0.0,3.0,0.0,104.0,0.0,4.0,0.0,92.11,1625324.86,15479.28,0.0,40.0,16.0,164.0,1560324.86,15003.12,65000.0,16250.0,0.0,0.0,114.0
2025-01-17,Friday,115.0,3.0,57.0,0.0,3.0,0.0,78.0,0.0,40.0,0.0,95.04,1862764.14,16197.95,0.0,47.0,9.0,177.0,1225764.14,15714.92,637000.0,15925.0,0.0,0.0,121.0
2025-01-18,Saturday,107.0,7.0,26.0,0.0,3.0,0.0,78.0,0.0,32.0,0.0,91.45,1679008.0,15691.66,0.0,33.0,12.0,168.0,1154008.0,14794.97,525000.0,16406.25,0.0,0.0,117.0
2025-01-19,Sunday,111.0,4.0,47.0,0.0,3.0,0.0,87.0,0.0,27.0,0.0,94.07,1693280.21,15254.78,0.0,43.0,12.0,173.0,1357280.21,15600.92,336000.0,12444.44,0.0,0.0,118.0
2025-01-20,Monday,106.0,8.0,40.0,0.0,3.0,0.0,87.0,0.0,22.0,0.0,90.6,1639339.63,15465.47,0.0,46.0,13.0,176.0,1350339.63,15521.15,289000.0,13136.36,0.0,0.0,117.0
2025-01-21,Tuesday,107.0,7.0,45.0,0.0,3.0,0.0,88.0,0.0,22.0,0.0,91.45,1756060.31,16411.78,0.0,44.0,13.0,177.0,1434560.31,16301.82,321500.0,14613.64,0.0,0.0,117.0
2025-01-22,Wednesday,112.0,2.0,45.0,0.0,3.0,0.0,81.0,0.0,34.0,0.0,95.73,1801889.36,16088.3,0.0,40.0,13.0,186.0,1384889.36,17097.4,417000.0,12264.71,0.0,0.0,117.0
2025-01-23,Thursday,98.0,11.0,46.0,0.0,7.0,0.0,79.0,0.0,26.0,0.0,84.48,1608556.96,16413.85,0.0,56.0,14.0,162.0,1257556.96,15918.44,351000.0,13500.0,0.0,0.0,116.0
2025-01-24,Friday,102.0,7.0,38.0,0.0,7.0,0.0,75.0,0.0,34.0,0.0,87.93,1560939.24,15303.33,0.0,33.0,14.0,165.0,1093727.38,14583.03,467211.86,13741.53,0.0,0.0,116.0
2025-01-25,Saturday,87.0,23.0,31.0,1.0,5.0,0.0,72.0,0.0,21.0,0.0,75.0,1406669.0,16168.61,0.0,47.0,14.0,145.0,1154457.14,16034.13,252211.86,12010.09,0.0,0.0,116.0
2025-01-26,Sunday,88.0,26.0,36.0,0.0,3.0,0.0,77.0,0.0,14.0,0.0,75.21,1377143.55,15649.36,0.0,39.0,13.0,149.0,1227931.69,15947.16,149211.86,10657.99,0.0,0.0,117.0
2025-01-27,Monday,92.0,23.0,42.0,0.0,3.0,0.0,93.0,0.0,2.0,0.0,77.97,1447530.61,15734.03,0.0,38.0,12.0,152.0,1415030.61,15215.38,32500.0,16250.0,0.0,0.0,118.0
2025-01-28,Tuesday,102.0,12.0,39.0,0.0,3.0,0.0,104.0,0.0,1.0,0.0,87.18,1613250.79,15816.18,0.0,29.0,13.0,168.0,1598750.79,15372.6,14500.0,14500.0,0.0,0.0,117.0
2025-01-29,Wednesday,111.0,3.0,59.0,1.0,3.0,0.0,83.0,0.0,32.0,0.0,94.07,1840120.92,16577.67,0.0,49.0,12.0,174.0,1247383.64,15028.72,592737.28,18523.04,0.0,0.0,118.0
2025-01-30,Thursday,114.0,0.0,52.0,1.0,3.0,0.0,89.0,0.0,29.0,0.0,96.61,1737542.59,15241.6,0.0,51.0,12.0,174.0,1252986.99,14078.51,484555.6,16708.81,0.0,0.0,118.0
2025-01-31,Friday,112.0,4.0,56.0,1.0,3.0,0.0,47.0,0.0,69.0,0.0,93.33,1647862.46,14713.06,0.0,58.0,10.0,170.0,626565.86,13331.19,1021296.6,14801.4,0.0,0.0,120.0
2025-02-01,Saturday,110.0,6.0,56.0,0.0,3.0,0.0,55.0,0.0,58.0,0.0,92.44,1787529.47,16250.27,0.0,59.0,11.0,167.0,875029.47,15909.63,912500.0,15732.76,0.0,0.0,119.0
