History and Forecast Report,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
The Claridges,,,,,,,,,,,,,,,,,,,,,,,,,
Date From: 2024-10-19; Date To: 2025-01-07,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Day,Rooms Sold,Rooms for Sale,Arrival Rooms,Compliment Rooms,House Use,Hold,Individual Confirm,Individual Tentative,Group Confirm,Group Tentative,Occupancy %,Room Revenue,ARR,Inclusion Revenue,Departure Rooms,OOO Rooms,Pax,Individual Revenue,Individual ARR,Confirmed Group Revenue,Confirmed Group ARR,Tentative Group Revenue,Tentative Group ARR,Total Room Inventory
2024-10-19 00:00:00,Saturday,100,11,45,0,2,0,81,0,21,0,88.5,1585437.86,15854.38,0,57,19,148,1328174.98,16397.22,257262.88,12250.61,0,0,113
2024-10-20 00:00:00,Sunday,100,10,38,1,2,0,84,0,19,0,88.5,1431552.74,14315.53,0,38,17,155,1224385.84,14576.02,207166.9,10903.52,0,0,113
2024-10-21 00:00:00,Monday,110,3,36,1,1,0,81,0,31,0,95.65,1600298.04,14548.16,0,27,15,173,1195727.12,14762.06,404570.92,13050.67,0,0,115
2024-10-22 00:00:00,Tuesday,108,4,54,0,2,0,102,0,8,0,94.74,1790696.25,16580.52,0,55,16,165,1662696.25,16300.94,128000,16000,0,0,114
2024-10-23 00:00:00,Wednesday,108,4,37,0,2,0,93,0,17,0,94.74,1582173.08,14649.75,0,37,16,167,1336520.56,14371.19,245652.52,14450.15,0,0,114
2024-10-24 00:00:00,Thursday,105,4,58,2,2,0,69,0,40,0,92.92,1530597.26,14577.12,0,63,17,158,963196.09,13959.36,567401.17,14185.03,0,0,113
2024-10-25 00:00:00,Friday,109,3,38,1,1,0,66,0,45,0,95.61,1615170.09,14818.07,0,37,16,164,985101.86,14925.79,630068.23,14001.52,0,0,114
2024-10-26 00:00:00,Saturday,95,15,29,1,2,0,69,0,29,0,84.07,1469303.25,15466.35,0,42,21,150,1078877.88,15635.91,390425.37,13462.94,0,0,113
2024-10-27 00:00:00,Sunday,79,31,33,0,3,0,82,0,0,0,69.91,1327157.96,16799.47,0,49,18,124,1327157.96,16184.85,0,0,0,0,113
2024-10-28 00:00:00,Monday,80,30,37,0,3,0,75,0,8,0,70.8,1299342.74,16241.78,0,36,17,126,1167342.74,15564.57,132000,16500,0,0,113
2024-10-29 00:00:00,Tuesday,96,14,50,0,3,0,85,0,14,0,84.96,1459423.29,15202.33,0,34,17,150,1234423.29,14522.63,225000,16071.43,0,0,113
2024-10-30 00:00:00,Wednesday,83,28,31,0,3,0,70,0,16,0,72.81,1247461.37,15029.66,0,44,16,134,989961.37,14142.31,257500,16093.75,0,0,114
2024-10-31 00:00:00,Thursday,99,12,56,0,3,0,68,0,34,0,86.84,1843177.84,18617.96,0,40,18,156,1307406.68,19226.57,535771.16,15757.98,0,0,114
2024-11-01 00:00:00,Friday,90,21,57,0,3,0,65,0,28,0,78.95,1475482.79,16394.25,0,67,16,141,995832.06,15320.49,479650.73,17130.38,0,0,114
2024-11-02 00:00:00,Saturday,102,5,59,0,3,0,83,0,22,0,92.73,1541417.51,15111.94,0,47,20,166,1289233.67,15532.94,252183.84,11462.9,0,0,110
2024-11-03 00:00:00,Sunday,90,13,35,7,3,0,87,0,13,0,79.65,1360984.68,15122.05,0,40,17,148,1257300.84,14451.73,103683.84,7975.68,0,0,113
2024-11-04 00:00:00,Monday,108,0,54,5,2,0,71,0,44,0,93.91,1515105.01,14028.75,0,39,15,172,1012754.27,14264.14,502350.74,11417.06,0,0,115
2024-11-05 00:00:00,Tuesday,97,13,27,2,3,0,74,0,28,0,84.35,1429816.91,14740.38,0,40,15,161,1092772.9,14767.2,337044.01,12037.29,0,0,115
2024-11-06 00:00:00,Wednesday,108,4,54,1,2,0,67,0,44,0,93.91,1556663.98,14413.56,0,45,15,163,1068834.43,15952.75,487829.55,11087.04,0,0,115
2024-11-07 00:00:00,Thursday,106,4,42,2,3,0,71,0,40,0,92.17,1614817.62,15234.13,0,42,15,174,1073057.84,15113.49,541759.78,13543.99,0,0,115
2024-11-08 00:00:00,Friday,114,1,46,1,3,0,64,0,54,0,95.8,1759987.11,15438.48,0,38,11,187,1126983.88,17609.12,633003.23,11722.28,0,0,119
2024-11-09 00:00:00,Saturday,103,10,48,0,3,0,84,0,22,0,88.79,1635400.99,15877.68,0,60,14,174,1371975.66,16333.04,263425.33,11973.88,0,0,116
2024-11-10 00:00:00,Sunday,111,1,44,1,6,0,92,0,26,0,93.28,1769095.57,15937.8,0,32,11,187,1443428.71,15689.44,325666.86,12525.65,0,0,119
2024-11-11 00:00:00,Monday,114,1,49,1,3,0,112,0,6,0,95.8,1919946.16,16841.63,0,48,11,183,1822946.16,16276.31,97000,16166.67,0,0,119
2024-11-12 00:00:00,Tuesday,113,3,34,1,2,0,103,0,13,0,94.96,1882131.12,16656.03,0,36,11,179,1692131.12,16428.46,190000,14615.38,0,0,119
2024-11-13 00:00:00,Wednesday,108,7,44,0,3,0,88,0,23,0,91.53,1900518.54,17597.39,0,48,12,158,1550518.54,17619.53,350000,15217.39,0,0,118
2024-11-14 00:00:00,Thursday,105,5,62,1,7,0,96,0,17,0,88.98,1928085.05,18362.71,0,59,12,173,1771085.05,18448.8,157000,9235.29,0,0,118
2024-11-15 00:00:00,Friday,109,2,54,0,7,0,114,0,2,0,92.37,1892802.64,17365.16,0,51,12,186,1869073.82,16395.38,23728.82,11864.41,0,0,118
2024-11-16 00:00:00,Saturday,109,1,49,1,7,0,109,0,8,0,92.37,1814219.03,16644.21,0,49,12,186,1708261.39,15672.12,105957.64,13244.7,0,0,118
2024-11-17 00:00:00,Sunday,108,7,54,0,3,0,92,0,19,0,91.53,1748188.04,16186.93,0,60,12,170,1430188.04,15545.52,318000,16736.84,0,0,118
,Total (History),3067,267,1354,29,92,0,2497,0,691,0,88.77,48526454.52,15822.12,0,1360,454,4878,39377351,15769.86,9149103.52,13240.38,0,0,3455
,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 00:00:00,Monday,113,4,35,1,2,0,64,18,27,7,94.17,1714320.8,15170.98,0,7,11,220,1236895.43,15084.09,477425.37,17682.42,0,0,120
2024-11-19 00:00:00,Tuesday,103,13,37,2,2,0,50,35,14,8,85.83,1554919.33,15096.3,0,46,11,203,1298993.96,15282.28,255925.37,18280.38,0,0,120
2024-11-20 00:00:00,Wednesday,107,9,41,2,2,0,49,41,14,7,89.17,1704112.01,15926.28,0,37,11,189,1464186.64,16268.74,239925.37,17137.53,0,0,120
2024-11-21 00:00:00,Thursday,102,16,37,0,2,0,50,46,7,1,85,1661047.86,16284.78,0,49,11,163,1645047.86,17135.92,16000,2285.71,0,0,120
2024-11-22 00:00:00,Friday,92,26,37,0,2,0,45,43,1,5,76.67,1509329.32,16405.75,0,42,11,164,1395329.32,15856.01,114000,114000,0,0,120
2024-11-23 00:00:00,Saturday,98,20,34,0,2,0,52,43,4,1,81.67,1551551.02,15832.15,0,28,11,175,1466551.02,15437.38,85000,21250,0,0,120
2024-11-24 00:00:00,Sunday,96,22,43,0,2,0,50,43,3,2,80,1561463.29,16265.24,0,45,11,172,1482463.29,15940.47,79000,26333.33,0,0,120
2024-11-25 00:00:00,Monday,117,2,44,0,2,0,54,48,15,2,96.69,1777495.1,15192.27,0,23,10,201,1605069.73,15735.98,172425.37,11495.02,0,0,121
2024-11-26 00:00:00,Tuesday,116,3,32,0,2,0,41,46,13,18,95.87,1781197.69,15355.15,0,33,9,186,1342772.32,15434.16,438425.37,33725.03,0,0,121
2024-11-27 00:00:00,Wednesday,117,1,32,0,2,0,37,51,13,18,97.5,1888876.43,16144.24,0,31,10,182,1450451.06,16482.4,438425.37,33725.03,0,0,120
2024-11-28 00:00:00,Thursday,105,12,42,1,2,0,47,46,1,14,87.5,1668877.16,15894.07,0,53,10,176,1518451.79,16327.44,150425.37,150425.37,0,0,120
2024-11-29 00:00:00,Friday,89,28,21,1,2,0,38,39,1,14,74.17,1332731.43,14974.51,0,37,10,151,1182306.06,15354.62,150425.37,150425.37,0,0,120
2024-11-30 00:00:00,Saturday,74,43,21,1,2,0,28,36,0,13,61.67,1015576.22,13724,0,36,10,119,905150.85,14142.98,110425.37,0,0,0,120
2024-12-01 00:00:00,Sunday,78,30,50,3,3,0,25,50,0,9,68.42,1051463.73,13480.3,0,43,16,126,899963.73,11999.52,151500,0,0,0,114
2024-12-02 00:00:00,Monday,82,25,27,4,3,0,23,53,1,12,71.93,1106716.48,13496.54,0,22,16,128,889216.48,11700.22,217500,217500,0,0,114
2024-12-03 00:00:00,Tuesday,68,40,16,3,3,0,21,39,0,14,59.65,864989.35,12720.43,0,31,16,107,634489.35,10574.82,230500,0,0,0,114
2024-12-04 00:00:00,Wednesday,74,36,33,1,3,0,18,35,0,25,64.91,936608.8,12656.88,0,29,16,114,549108.8,10360.54,387500,0,0,0,114
2024-12-05 00:00:00,Thursday,78,32,9,1,3,0,16,36,9,21,68.42,936905.57,12011.61,0,14,16,108,617405.57,11873.18,319500,35500,0,0,114
2024-12-06 00:00:00,Friday,72,38,16,1,3,0,18,27,9,22,63.16,769909.78,10693.19,0,22,16,98,431909.78,9598,338000,37555.56,0,0,114
2024-12-07 00:00:00,Saturday,74,33,41,4,3,0,21,36,0,24,64.91,946950.72,12796.63,0,27,16,126,562950.72,9876.33,384000,0,0,0,114
2024-12-08 00:00:00,Sunday,51,57,14,3,3,0,19,38,0,0,44.74,511154.17,10022.63,0,38,16,77,511154.17,8967.62,0,0,0,0,114
2024-12-09 00:00:00,Monday,54,57,21,0,3,0,18,29,0,10,47.37,551554.01,10213.96,0,21,16,72,459227.78,9770.8,92326.23,0,0,0,114
2024-12-10 00:00:00,Tuesday,72,39,15,0,3,0,19,36,9,11,63.16,664728.41,9232.34,0,6,16,88,554402.18,10080.04,110326.23,12258.47,0,0,114
2024-12-11 00:00:00,Wednesday,79,32,23,0,3,0,17,46,9,10,69.3,853722.71,10806.62,0,16,16,110,761396.48,12085.66,92326.23,10258.47,0,0,114
2024-12-12 00:00:00,Thursday,87,24,48,0,3,0,24,56,0,10,76.32,1151999.84,13241.38,0,31,16,142,986999.84,12337.5,165000,0,0,0,114
2024-12-13 00:00:00,Friday,78,33,26,0,3,0,22,46,0,13,68.42,1084423.12,13902.86,0,35,16,131,867923.12,12763.58,216500,0,0,0,114
2024-12-14 00:00:00,Saturday,80,31,27,0,3,0,25,52,0,6,70.18,1128410.25,14105.13,0,25,16,131,1027410.25,13342.99,101000,0,0,0,114
2024-12-15 00:00:00,Sunday,80,31,22,0,3,0,25,57,0,1,70.18,1170930.09,14636.63,0,22,16,138,1154430.09,14078.42,16500,0,0,0,114
2024-12-16 00:00:00,Monday,66,45,16,0,3,0,19,43,6,1,57.89,867003.49,13136.42,0,36,16,100,867003.49,13983.93,0,0,0,0,114
2024-12-17 00:00:00,Tuesday,66,45,13,0,3,0,18,44,6,1,57.89,833406.49,12627.37,0,13,16,96,833406.49,13442.04,0,0,0,0,114
2024-12-18 00:00:00,Wednesday,71,40,22,0,3,0,24,41,9,0,62.28,795819.74,11208.73,0,20,16,100,795819.74,12243.38,0,0,0,0,114
2024-12-19 00:00:00,Thursday,66,45,20,0,3,0,27,42,0,0,57.89,917372.93,13899.59,0,16,16,112,917372.93,13295.26,0,0,0,0,114
2024-12-20 00:00:00,Friday,68,43,22,0,3,0,29,42,0,0,59.65,1008257.85,14827.32,0,20,16,117,1008257.85,14200.81,0,0,0,0,114
2024-12-21 00:00:00,Saturday,99,12,36,0,3,0,25,59,14,4,86.84,1215318.57,12275.95,0,19,16,146,1136115.17,13525.18,79203.4,5657.39,0,0,114
2024-12-22 00:00:00,Sunday,109,2,41,0,3,0,25,77,4,6,95.61,1407874.76,12916.28,0,21,16,184,1258866.26,12341.83,149008.5,37252.13,0,0,114
2024-12-23 00:00:00,Monday,105,6,33,0,3,0,20,58,16,14,92.11,1312518.08,12500.17,0,46,16,160,927907.94,11896.26,384610.14,24038.13,0,0,114
