History and Forecast Report,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
The Claridges,,,,,,,,,,,,,,,,,,,,,,,,,
Date From: 2023-09-18; Date To: 2024-09-18,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Day,Rooms Sold,Rooms for Sale,Arrival Rooms,Compliment Rooms,House Use,Hold,Individual Confirm,Individual Tentative,Group Confirm,Group Tentative,Occupancy %,Room Revenue,ARR,Inclusion Revenue,Departure Rooms,OOO Rooms,Pax,Individual Revenue,Individual ARR,Confirmed Group Revenue,Confirmed Group ARR,Tentative Group Revenue,Tentative Group ARR,Total Room Inventory
2023-09-18 00:00:00,Monday,108,2,31,2,4,0,114,0,0,0,93.1,1259824.13,11665.04,0,33,14,151,862781.76,7568.26,397042.37,0,0,0,116
,Total (History),108,2,31,2,4,0,114,0,0,0,93.1,1259824.13,11665.04,0,33,14,151,862781.76,7568.26,397042.37,0,0,0,116
,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-19 00:00:00,Tuesday,88,24,33,0,3,0,71,12,8,0,76.52,1052865.19,11964.38,0,16,15,177,958865.19,11552.59,94000,11750,0,0,115
2023-09-20 00:00:00,Wednesday,87,26,33,0,3,0,57,28,4,1,75,1071698.05,12318.37,0,34,14,181,1006198.05,11837.62,65500,16375,0,0,116
2023-09-21 00:00:00,Thursday,91,22,30,0,3,0,49,35,4,6,78.45,1073871.43,11800.78,0,26,14,181,962168.07,11454.38,111703.36,27925.84,0,0,116
2023-09-22 00:00:00,Friday,97,16,42,2,2,0,46,38,4,13,82.91,1158963.07,11948.07,0,35,13,186,952759.71,11342.38,206203.36,51550.84,0,0,117
2023-09-23 00:00:00,Saturday,89,24,29,2,2,0,38,36,1,18,76.07,1041892.95,11706.66,0,37,13,174,781045.5,10554.67,260847.45,260847.45,0,0,117
2023-09-24 00:00:00,Sunday,73,42,31,0,2,0,25,50,0,0,62.39,796299.89,10908.22,0,49,13,136,796299.89,10617.33,0,0,0,0,117
2023-09-25 00:00:00,Monday,78,37,22,0,2,0,24,56,0,0,66.67,849802.7,10894.91,0,17,13,138,849802.7,10622.53,0,0,0,0,117
2023-09-26 00:00:00,Tuesday,70,44,19,1,2,0,21,39,1,12,59.83,724007.59,10342.97,0,26,13,117,631804.23,10530.07,92203.36,92203.36,0,0,117
2023-09-27 00:00:00,Wednesday,72,41,28,1,2,0,28,27,2,18,62.07,810070.04,11250.97,0,26,14,126,608120.91,11056.74,201949.13,100974.57,0,0,116
2023-09-28 00:00:00,Thursday,67,46,20,1,2,0,32,29,0,9,57.76,775589.25,11575.96,0,25,14,127,715589.25,11730.97,60000,0,0,0,116
2023-09-29 00:00:00,Friday,79,35,40,0,2,0,27,45,0,9,68.1,990513.28,12538.14,0,29,14,149,864665.83,12009.25,125847.45,0,0,0,116
2023-09-30 00:00:00,Saturday,68,47,28,1,2,0,26,24,0,21,57.63,859361.89,12637.67,0,38,12,129,596014.44,11920.29,263347.45,0,0,0,118
2023-10-01 00:00:00,Sunday,68,44,33,4,2,0,25,27,0,22,57.63,888365.46,13064.2,0,30,12,129,615865.46,11843.57,272500,0,0,0,118
2023-10-02 00:00:00,Monday,61,51,24,4,2,0,25,23,0,19,51.69,770762.83,12635.46,0,31,12,117,542262.83,11297.14,228500,0,0,0,118
2023-10-03 00:00:00,Tuesday,54,62,10,0,2,0,18,17,12,9,45.76,554304.08,10264.89,0,33,12,75,448804.08,12822.97,105500,8791.67,0,0,118
2023-10-04 00:00:00,Wednesday,72,44,33,0,2,0,28,26,7,13,61.02,867804.69,12052.84,0,10,12,108,685304.69,12690.83,182500,26071.43,0,0,118
2023-10-05 00:00:00,Thursday,66,50,23,0,2,0,27,28,5,8,55.93,757019.85,11470,0,27,12,102,653019.85,11873.09,104000,20800,0,0,118
2023-10-06 00:00:00,Friday,56,59,22,2,2,0,35,19,0,6,47.06,751507.64,13419.78,0,25,11,105,673507.64,12472.36,78000,0,0,0,119
2023-10-07 00:00:00,Saturday,65,50,32,2,2,0,34,22,1,12,54.62,912656.08,14040.86,0,23,11,122,748272.96,13362.02,164383.12,164383.12,0,0,119
2023-10-08 00:00:00,Sunday,79,40,41,0,2,0,39,20,3,19,65.29,880383.15,11144.09,0,32,9,123,788883.15,13370.9,91500,30500,0,0,121
2023-10-09 00:00:00,Monday,116,3,32,0,2,0,39,28,27,24,95.87,980712.6,8454.42,0,19,9,137,875712.6,13070.34,105000,3888.89,0,0,121
2023-10-10 00:00:00,Tuesday,109,10,17,0,2,0,32,32,28,19,90.08,952884.53,8742.06,0,25,9,121,912884.53,14263.82,40000,1428.57,0,0,121
2023-10-11 00:00:00,Wednesday,107,12,24,0,2,0,26,34,28,21,88.43,975365.15,9115.56,0,26,9,122,894865.15,14914.42,80500,2875,0,0,121
2023-10-12 00:00:00,Thursday,116,2,25,1,2,0,30,35,29,25,95.87,1070265.37,9226.43,0,16,9,138,915265.37,14081.01,155000,5344.83,0,0,121
2023-10-13 00:00:00,Friday,116,2,36,1,2,0,38,38,28,15,95.87,1288192,11105.1,0,33,9,157,1088192,14318.32,200000,7142.86,0,0,121
2023-10-14 00:00:00,Saturday,94,25,31,0,2,0,36,34,13,13,77.69,1164748.58,12390.94,0,39,9,143,977748.58,13967.84,187000,14384.62,0,0,121
2023-10-15 00:00:00,Sunday,105,15,24,0,1,0,30,32,33,11,86.78,1061094.16,10105.66,0,33,9,133,888094.16,14324.1,173000,5242.42,0,0,121
2023-10-16 00:00:00,Monday,100,19,32,0,2,0,25,42,32,3,82.64,932963.39,9329.63,0,37,9,122,905963.39,13521.84,27000,843.75,0,0,121
2023-10-17 00:00:00,Tuesday,85,35,26,0,2,0,19,41,24,3,69.67,911541.28,10724.02,0,33,8,110,872041.28,14534.02,39500,1645.83,0,0,122
2023-10-18 00:00:00,Wednesday,115,7,42,0,0,0,16,50,35,14,94.26,1108310.14,9637.48,0,25,8,136,897199.9,13593.94,211110.24,6031.72,0,0,122
2023-10-19 00:00:00,Thursday,107,12,36,3,0,0,16,33,34,27,87.7,1012589.62,9463.45,0,41,8,125,689282.86,14067,323306.76,9509.02,0,0,122
2023-10-20 00:00:00,Friday,99,18,30,3,2,0,16,38,33,17,81.15,878563.26,8874.38,0,35,8,115,736400.54,13637.05,142162.72,4307.96,0,0,122
2023-10-21 00:00:00,Saturday,81,37,36,2,2,0,15,54,1,15,66.39,1047047.61,12926.51,0,23,8,138,902884.89,13085.29,144162.72,144162.72,0,0,122
2023-10-22 00:00:00,Sunday,74,46,32,0,2,0,13,54,7,2,60.66,1034066,13973.86,0,41,8,143,923015.2,13776.35,111050.8,15864.4,0,0,122
2023-10-23 00:00:00,Monday,78,42,31,0,2,0,11,53,13,3,63.93,1017733.72,13047.87,0,33,8,136,883013.43,13797.08,134720.29,10363.1,0,0,122
2023-10-24 00:00:00,Tuesday,80,40,24,0,2,0,15,38,19,10,65.57,842881.47,10536.02,0,34,8,112,718881.47,13563.8,124000,6526.32,0,0,122
2023-10-25 00:00:00,Wednesday,87,35,20,0,0,0,14,36,28,9,71.31,836245.09,9612.01,0,24,8,106,712745.09,14254.9,123500,4410.71,0,0,122
2023-10-26 00:00:00,Thursday,121,0,27,1,0,0,20,37,60,5,99.18,887165.13,7331.94,0,24,8,112,816665.13,14327.46,70500,1175,0,0,122
2023-10-27 00:00:00,Friday,114,6,28,0,2,0,18,42,50,6,93.44,935672.5,8207.65,0,24,8,121,838172.5,13969.54,97500,1950,0,0,122
2023-10-28 00:00:00,Saturday,103,17,30,0,2,0,16,33,45,11,84.43,850106.82,8253.46,0,36,8,102,699606.82,14277.69,150500,3344.44,0,0,122
2023-10-29 00:00:00,Sunday,96,24,44,0,2,0,16,46,17,19,78.69,1113201.44,11595.85,0,22,8,140,865917.56,13966.41,247283.88,14546.11,0,0,122
2023-10-30 00:00:00,Monday,86,34,33,0,2,0,22,48,3,15,70.49,1156545.54,13448.2,0,29,8,147,926761.66,13239.45,229783.88,76594.63,0,0,122
2023-10-31 00:00:00,Tuesday,81,39,28,0,2,0,15,48,4,16,66.39,1119116.98,13816.26,0,35,8,133,902333.1,14322.75,216783.88,54195.97,0,0,122
2023-11-01 00:00:00,Wednesday,99,21,39,0,2,0,12,35,35,19,81.15,818108.34,8263.72,0,52,8,116,702108.34,14938.48,116000,3314.29,0,0,122
2023-11-02 00:00:00,Thursday,122,0,31,0,0,0,12,40,46,24,100,942958.44,7729.17,0,21,8,133,813458.44,15643.43,129500,2815.22,0,0,122
2023-11-03 00:00:00,Friday,120,0,48,2,0,0,14,44,42,22,98.36,1115087.4,9292.4,0,44,8,148,880087.4,15173.92,235000,5595.24,0,0,122
2023-11-04 00:00:00,Saturday,120,0,30,2,0,0,16,41,39,26,98.36,1175955.62,9799.63,0,26,8,153,835472.6,14657.41,340483.02,8730.33,0,0,122
2023-11-05 00:00:00,Sunday,90,28,26,2,2,0,12,37,21,24,73.77,1008908.58,11210.1,0,36,8,134,685925.56,13998.48,322983.02,15380.14,0,0,122
2023-11-06 00:00:00,Monday,98,22,25,0,2,0,15,30,48,7,80.33,673972.49,6877.27,0,47,8,85,572870.81,12730.46,101101.68,2106.28,0,0,122
2023-11-07 00:00:00,Tuesday,73,47,33,0,2,0,16,37,15,7,59.84,787180.64,10783.3,0,25,8,106,707629.82,13351.51,79550.82,5303.39,0,0,122
2023-11-08 00:00:00,Wednesday,76,44,26,0,2,0,10,36,19,13,62.3,796588.98,10481.43,0,27,8,94,628419.58,13661.3,168169.4,8851.02,0,0,122
2023-11-09 00:00:00,Thursday,106,14,32,0,2,0,13,48,40,7,86.89,972913.54,9178.43,0,23,8,117,880413.54,14433.01,92500,2312.5,0,0,122
2023-11-10 00:00:00,Friday,97,23,18,0,2,0,14,47,32,6,79.51,953907.88,9834.1,0,19,8,118,875407.88,14350.95,78500,2453.13,0,0,122
2023-11-11 00:00:00,Saturday,98,22,22,0,2,0,12,32,51,5,80.33,699840.97,7141.23,0,40,8,87,645256.23,14664.91,54584.74,1070.29,0,0,122
2023-11-12 00:00:00,Sunday,53,67,29,0,2,0,14,40,0,1,43.44,791177.43,14927.88,0,23,8,97,791177.43,14651.43,0,0,0,0,122
2023-11-13 00:00:00,Monday,102,19,40,0,2,0,20,42,34,8,82.93,876907.81,8597.14,0,24,7,122,828772.25,13367.29,48135.56,1415.75,0,0,123
2023-11-14 00:00:00,Tuesday,116,3,27,2,2,0,9,34,71,6,94.31,738830.86,6369.23,0,48,7,80,562965.92,13092.23,175864.94,2476.97,0,0,123
2023-11-15 00:00:00,Wednesday,110,9,13,2,2,0,8,18,82,6,89.43,626951,5699.55,0,30,7,52,316784,12184,310167,3782.52,0,0,123
2023-11-16 00:00:00,Thursday,123,0,24,0,0,0,7,21,86,9,100,752314.6,6116.38,0,19,7,64,418485.66,14945.92,333828.94,3881.73,0,0,123
2023-11-17 00:00:00,Friday,100,20,32,0,2,0,7,29,45,21,81.97,772739.15,7727.39,0,12,8,89,427054.93,11862.64,345684.22,7681.87,0,0,122
2023-11-18 00:00:00,Saturday,122,0,24,0,0,0,5,24,81,12,100,662394.28,5429.46,0,40,8,71,413367.4,14254.05,249026.88,3074.41,0,0,122
2023-11-19 00:00:00,Sunday,111,9,35,0,2,0,12,30,59,12,90.98,1002401.11,9030.64,0,21,8,96,617086.53,14692.54,385314.58,6530.76,0,0,122
2023-11-20 00:00:00,Monday,90,30,31,0,2,0,16,38,35,3,73.77,1253690.48,13929.89,0,29,8,98,810146.48,15002.71,443544,12672.69,0,0,122
2023-11-21 00:00:00,Tuesday,79,41,17,0,2,0,17,32,29,3,64.75,1024420.52,12967.35,0,23,8,96,720224.52,14698.46,304196,10489.52,0,0,122
2023-11-22 00:00:00,Wednesday,74,46,23,0,2,0,18,37,19,2,60.66,984526.4,13304.41,0,18,8,104,805678.4,14648.7,178848,9413.05,0,0,122
2023-11-23 00:00:00,Thursday,83,37,23,0,2,0,17,42,21,5,68.03,1010341.67,12172.79,0,16,8,115,886112.87,15018.86,124228.8,5915.66,0,0,122
2023-11-24 00:00:00,Friday,108,12,28,0,2,0,18,41,40,11,88.52,1039738.79,9627.21,0,22,8,118,935009.99,15847.63,104728.8,2618.22,0,0,122
2023-11-25 00:00:00,Saturday,81,39,28,0,2,0,12,38,27,6,66.39,810129.67,10001.6,0,42,8,97,797129.67,15942.59,13000,481.48,0,0,122
2023-11-26 00:00:00,Sunday,102,18,36,0,2,0,11,48,38,7,83.61,1035872.71,10155.61,0,25,8,111,1006872.71,17065.64,29000,763.16,0,0,122
2023-11-27 00:00:00,Monday,112,8,34,0,2,0,12,57,38,7,91.8,1162761.51,10381.8,0,24,8,123,1133761.51,16431.33,29000,763.16,0,0,122
2023-11-28 00:00:00,Tuesday,77,43,22,0,2,0,16,51,9,3,63.11,1067880.45,13868.58,0,29,8,117,1041380.45,15542.99,26500,2944.44,0,0,122
2023-11-29 00:00:00,Wednesday,65,55,10,0,2,0,14,41,9,3,53.28,870863.75,13397.9,0,22,8,101,844363.75,15352.07,26500,2944.44,0,0,122
2023-11-30 00:00:00,Thursday,85,34,28,1,2,0,10,33,34,11,69.67,720468.11,8476.1,0,32,8,96,590400.35,13730.24,130067.76,3825.52,0,0,122
2023-12-01 00:00:00,Friday,122,0,2,0,0,0,5,13,101,3,100,334631.2,2742.88,0,35,8,40,323614.26,17978.57,11016.94,109.08,0,0,122
2023-12-02 00:00:00,Saturday,103,17,32,0,2,0,7,23,65,10,84.43,575764.32,5589.94,0,13,8,70,473628.8,15787.63,102135.52,1571.32,0,0,122
2023-12-03 00:00:00,Sunday,91,29,13,0,2,0,4,23,60,6,74.59,680192.04,7474.64,0,20,8,56,420543.04,15575.67,259649,4327.48,0,0,122
2023-12-04 00:00:00,Monday,73,47,14,0,2,0,5,28,38,4,59.84,755289.92,10346.44,0,10,8,68,509640.92,15443.66,245649,6464.45,0,0,122
2023-12-05 00:00:00,Tuesday,64,55,13,1,2,0,5,30,29,3,52.46,516308.18,8067.32,0,12,8,64,475808.18,13594.52,40500,1396.55,0,0,122
2023-12-06 00:00:00,Wednesday,60,60,10,0,2,0,8,24,28,2,49.18,522610.18,8710.17,0,14,8,61,496110.18,15503.44,26500,946.43,0,0,122
2023-12-07 00:00:00,Thursday,79,41,22,0,2,0,7,26,43,5,64.75,504661.4,6388.12,0,18,8,61,504661.4,15292.77,0,0,0,0,122
2023-12-08 00:00:00,Friday,53,67,12,0,2,0,7,28,19,1,43.44,554977.06,10471.27,0,14,8,62,528477.06,15099.34,26500,1394.74,0,0,122
2023-12-09 00:00:00,Saturday,46,74,12,0,2,0,9,25,13,1,37.7,542377.12,11790.81,0,13,8,60,515877.12,15172.86,26500,2038.46,0,0,122
2023-12-10 00:00:00,Sunday,58,62,25,0,2,0,11,35,13,1,47.54,660861.42,11394.16,0,13,8,79,634361.42,13790.47,26500,2038.46,0,0,122
2023-12-11 00:00:00,Monday,56,64,13,0,2,0,9,35,13,1,45.9,599136.12,10698.86,0,15,8,75,572636.12,13014.46,26500,2038.46,0,0,122
2023-12-12 00:00:00,Tuesday,41,79,12,0,2,0,10,31,2,0,33.61,548381.39,13375.16,0,16,8,67,521881.39,12728.81,26500,13250,0,0,122
2023-12-13 00:00:00,Wednesday,54,66,27,0,2,0,12,42,2,0,44.26,839439.46,15545.18,0,14,8,95,812939.46,15054.43,26500,13250,0,0,122
2023-12-14 00:00:00,Thursday,68,51,17,1,2,0,11,48,10,2,55.74,932458.9,13712.63,0,10,8,105,830958.9,14084.05,101500,10150,0,0,122
2023-12-15 00:00:00,Friday,80,40,34,0,2,0,12,63,5,2,65.57,1222284.92,15278.56,0,18,8,140,1133784.92,15117.13,88500,17700,0,0,122
2023-12-16 00:00:00,Saturday,83,37,29,0,2,0,7,66,8,4,68.03,1090431.08,13137.72,0,29,8,148,1065914.14,14601.56,24516.94,3064.62,0,0,122
2023-12-17 00:00:00,Sunday,88,32,20,0,2,0,7,61,14,8,72.13,1111996.14,12636.32,0,21,8,141,977445.32,14374.2,134550.82,9610.77,0,0,122
2023-12-18 00:00:00,Monday,70,50,13,0,2,0,6,44,14,8,57.38,877449.74,12535,0,31,8,107,742898.92,14857.98,134550.82,9610.77,0,0,122
2023-12-19 00:00:00,Tuesday,57,63,22,0,2,0,10,24,10,15,46.72,526409.69,9235.26,0,31,8,81,455841.93,13407.12,70567.76,7056.78,0,0,122
