History and Forecast Report,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
The Claridges,,,,,,,,,,,,,,,,,,,,,,,,,
Date From: 2023-06-28; Date To: 2024-06-28,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Day,Rooms Sold,Rooms for Sale,Arrival Rooms,Compliment Rooms,House Use,Hold,Individual Confirm,Individual Tentative,Group Confirm,Group Tentative,Occupancy %,Room Revenue,ARR,Inclusion Revenue,Departure Rooms,OOO Rooms,Pax,Individual Revenue,Individual ARR,Confirmed Group Revenue,Confirmed Group ARR,Tentative Group Revenue,Tentative Group ARR,Total Room Inventory
2023-06-28 00:00:00,Wednesday,59,39,25,0,3,0,62,0,0,0,58.42,604535.52,10246.36,0,31,30,87,561535.52,9057.02,43000,0,0,0,101
,Total (History),59,39,25,0,3,0,62,0,0,0,58.42,604535.52,10246.36,0,31,30,87,561535.52,9057.02,43000,0,0,0,101
,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-29 00:00:00,Thursday,66,34,23,0,2,0,45,14,4,5,64.71,666603.47,10100.05,0,19,28,137,580403.47,9837.35,86200,21550,0,0,102
2023-06-30 00:00:00,Friday,65,43,27,2,1,0,28,21,4,15,58.56,661457.25,10176.27,0,27,19,100,490257.25,10005.25,171200,42800,0,0,111
2023-07-01 00:00:00,Saturday,23,86,6,2,1,0,12,10,0,4,20.54,228528,9936,0,48,18,37,194528,8842.18,34000,0,0,0,112
2023-07-02 00:00:00,Sunday,28,80,14,2,1,0,11,13,1,6,25.23,285125,10183.04,0,9,19,44,225625,9401.04,59500,59500,0,0,111
