History and Forecast Report,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
The Claridges,,,,,,,,,,,,,,,,,,,,,,,,,
Date From: 2023-11-20; Date To: 2024-01-05,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Day,Rooms Sold,Rooms for Sale,Arrival Rooms,Compliment Rooms,House Use,Hold,Individual Confirm,Individual Tentative,Group Confirm,Group Tentative,Occupancy %,Room Revenue,ARR,Inclusion Revenue,Departure Rooms,OOO Rooms,Pax,Individual Revenue,Individual ARR,Confirmed Group Revenue,Confirmed Group ARR,Tentative Group Revenue,Tentative Group ARR,Total Room Inventory
2023-11-20 00:00:00,Monday,110,3,56,2,2,0,82,0,32,0,94.02,1426539.17,12968.54,0,43,13,177,1146274.55,13978.96,280264.62,8758.27,0,0,117
,Total (History),110,3,56,2,2,0,82,0,32,0,94.02,1426539.17,12968.54,0,43,13,177,1146274.55,13978.96,280264.62,8758.27,0,0,117
,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-21 00:00:00,Tuesday,107,0,36,2,2,0,75,9,27,0,96.4,1435899.81,13419.62,0,12,19,220,1140844.71,13581.48,295055.1,10927.97,0,0,111
2023-11-22 00:00:00,Wednesday,114,1,37,1,2,0,70,29,18,0,96.61,1504800.39,13200,0,31,13,232,1287908.01,13009.17,216892.38,12049.58,0,0,118
2023-11-23 00:00:00,Thursday,103,12,42,0,2,0,60,35,3,7,88.03,1455504.84,14131.11,0,54,14,207,1331318.44,14013.88,124186.4,41395.47,0,0,117
2023-11-24 00:00:00,Friday,101,13,38,1,2,0,57,27,1,19,86.32,1442275.77,14279.96,0,39,14,196,1184089.37,14096.3,258186.4,258186.4,0,0,117
2023-11-25 00:00:00,Saturday,88,27,52,0,2,0,36,30,0,24,75.21,1123308.93,12764.87,0,66,13,178,952308.93,14428.92,171000,0,0,0,117
2023-11-26 00:00:00,Sunday,104,7,52,1,2,0,30,33,7,37,91.23,1387155.2,13338.03,0,35,16,206,925655.2,14692.94,461500,65928.57,0,0,114
2023-11-27 00:00:00,Monday,114,0,32,0,2,0,26,46,7,37,98.28,1517484.07,13311.26,0,23,14,216,1055984.07,14666.45,461500,65928.57,0,0,116
2023-11-28 00:00:00,Tuesday,100,19,54,0,2,0,35,56,0,11,82.64,1523314.7,15233.15,0,68,9,193,1380314.7,15168.29,143000,0,0,0,121
2023-11-29 00:00:00,Wednesday,101,18,39,0,2,0,33,52,0,18,83.47,1489879.76,14751.28,0,38,9,192,1265379.76,14886.82,224500,0,0,0,121
2023-11-30 00:00:00,Thursday,86,32,39,1,2,0,26,31,3,29,71.07,1039184.6,12083.54,0,53,9,147,772820.27,13558.25,266364.33,88788.11,0,0,121
2023-12-01 00:00:00,Friday,122,0,2,0,0,0,13,5,100,4,100,312152.51,2558.63,0,67,8,46,266389.82,14799.43,45762.69,457.63,0,0,122
2023-12-02 00:00:00,Saturday,117,3,38,0,2,0,15,22,71,11,95.9,568885.48,4862.27,0,13,8,77,464766.89,12561.27,104118.59,1466.46,0,0,122
2023-12-03 00:00:00,Sunday,76,44,34,0,2,0,22,23,19,14,62.3,759179.39,9989.2,0,24,8,90,585179.39,13003.99,174000,9157.89,0,0,122
2023-12-04 00:00:00,Monday,91,29,16,0,2,0,15,33,34,11,74.59,775935.54,8526.76,0,16,8,93,642435.54,13384.07,133500,3926.47,0,0,122
2023-12-05 00:00:00,Tuesday,106,13,26,1,2,0,20,33,42,14,86.89,843869.6,7961.03,0,17,8,98,666369.6,12573.01,177500,4226.19,0,0,122
2023-12-06 00:00:00,Wednesday,78,41,28,1,2,0,23,34,10,14,63.93,1005239.84,12887.69,0,24,8,109,797239.84,13986.66,208000,20800,0,0,122
2023-12-07 00:00:00,Thursday,98,21,32,1,2,0,23,37,27,14,80.33,986186.14,10063.12,0,29,8,111,818686.14,13644.77,167500,6203.7,0,0,122
2023-12-08 00:00:00,Friday,61,59,20,0,2,0,20,36,0,7,50,843233.84,13823.51,0,32,8,97,748733.84,13370.25,94500,0,0,0,122
2023-12-09 00:00:00,Saturday,61,59,27,0,2,0,21,39,0,3,50,824294.91,13513.03,0,27,8,105,783794.91,13063.25,40500,0,0,0,122
2023-12-10 00:00:00,Sunday,67,53,27,0,2,0,21,46,0,2,54.92,941319.59,14049.55,0,21,8,118,914319.59,13646.56,27000,0,0,0,122
2023-12-11 00:00:00,Monday,58,62,22,0,2,0,12,47,0,1,47.54,770418.72,13283.08,0,31,8,98,756918.72,12829.13,13500,0,0,0,122
2023-12-12 00:00:00,Tuesday,52,68,15,0,2,0,13,40,0,1,42.62,683082.15,13136.2,0,21,8,89,669582.15,12633.63,13500,0,0,0,122
2023-12-13 00:00:00,Wednesday,62,57,24,1,2,0,14,50,0,1,50.82,887106.6,14308.17,0,13,8,107,873606.6,13650.1,13500,0,0,0,122
2023-12-14 00:00:00,Thursday,85,34,38,1,2,0,25,53,8,2,69.67,1115983.7,13129.22,0,23,8,137,1039483.7,13326.71,76500,9562.5,0,0,122
2023-12-15 00:00:00,Friday,99,21,44,0,2,0,27,68,4,2,81.15,1450345.53,14649.95,0,27,8,174,1361557.39,14332.18,88788.14,22197.03,0,0,122
2023-12-16 00:00:00,Saturday,87,32,34,1,2,0,21,58,4,7,71.31,1140989.58,13114.82,0,45,8,161,1053531.94,13335.85,87457.64,21864.41,0,0,122
2023-12-17 00:00:00,Sunday,96,24,27,0,2,0,23,56,9,10,78.69,1215020.69,12656.47,0,24,8,160,1045046.11,13228.43,169974.58,18886.06,0,0,122
2023-12-18 00:00:00,Monday,74,46,20,0,2,0,20,41,5,10,60.66,971202.62,13124.36,0,38,8,123,816228.04,13380.79,154974.58,30994.92,0,0,122
2023-12-19 00:00:00,Tuesday,69,49,35,0,2,0,14,31,11,15,57.5,724660.78,10502.33,0,42,10,106,638643.84,14192.09,86016.94,7819.72,0,0,120
2023-12-20 00:00:00,Wednesday,72,46,27,0,2,0,15,37,7,15,60,709540.67,9854.73,0,24,10,116,699540.67,13452.71,10000,1428.57,0,0,120
2023-12-21 00:00:00,Thursday,93,25,41,0,2,0,16,63,2,14,77.5,910067.44,9785.67,0,15,10,164,910067.44,11519.84,0,0,0,0,120
2023-12-22 00:00:00,Friday,95,23,36,0,2,0,16,67,1,13,79.17,965255.52,10160.58,0,33,10,168,965255.52,11629.58,0,0,0,0,120
2023-12-23 00:00:00,Saturday,100,17,41,1,2,0,15,76,11,1,83.33,1176191.82,11761.92,0,45,10,176,1176191.82,12925.18,0,0,0,0,120
2023-12-24 00:00:00,Sunday,106,12,33,0,2,0,11,73,18,6,88.33,1186155.91,11190.15,0,35,10,177,1118766.07,13318.64,67389.84,3743.88,0,0,120
